Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,11231,644,0,5919,1117,991,13359,0,35381977,140281894,350
1,11037,647,0,5947,1132,987,13804,0,35381966,140281906,350
1,10725,651,0,6006,1129,981,14194,0,35381952,140281917,350
1,10681,656,0,6070,1123,989,14739,0,35381937,140281926,350
1,11047,664,0,6125,1117,987,15190,0,35381922,140281934,350
1,10777,667,0,6192,1129,983,15728,0,35381907,140281939,350
1,10754,669,0,6257,1117,975,16065,0,35381891,140281946,350
1,10847,680,0,6312,1108,981,16690,0,35381874,140281947,350
1,10921,689,0,6374,1121,990,17165,0,35381857,140281949,350
1,11041,693,0,6432,1122,994,17478,0,35381841,140281951,350
1,11025,696,0,6478,1113,986,17854,0,35381824,140281951,350
1,11522,698,0,6525,1116,997,18358,0,35381807,140281947,350
1,11194,704,0,6568,1123,988,18750,0,35381789,140281942,350
1,11169,705,0,6602,1107,999,19018,0,35381772,140281939,350
1,11422,706,0,6634,1107,981,19537,0,35381757,140281931,350
1,11378,710,0,6657,1104,989,19894,0,35381741,140281924,350
1,11682,715,0,6680,1093,971,20234,0,35381726,140281914,350
1,11799,722,0,6701,1093,974,20666,0,35381709,140281902,350
1,11878,731,0,6717,1083,971,21030,0,35381696,140281891,350
1,11933,744,0,6730,1077,981,21278,0,35381681,140281879,340
1,11930,751,0,6741,1074,978,21611,0,35381667,140281864,340
1,11892,757,0,6750,1069,981,21885,0,35381652,140281849,340
1,12099,766,0,6757,1057,978,22112,0,35381639,140281834,340
1,12222,774,0,6764,1062,986,22433,0,35381626,140281817,340
1,12187,779,0,6769,1055,978,22514,0,35381612,140281801,340
1,12282,786,0,6771,1047,984,22719,0,35381599,140281782,340
1,12358,793,0,6772,1038,984,22935,0,35381587,140281764,340
1,12458,799,0,6772,1034,988,23075,0,35381576,140281746,340
1,12586,803,0,6773,1023,995,23211,0,35381564,140281726,340
1,12714,808,0,6776,1018,1013,23345,0,35381552,140281706,340
