"ALFANO ",,,,,,,,,,,,,,,
"Lap","Time Lap","Strip","Time Strip","Absolute Time","Time","RPM","Speed #2","Speed #3","K2","Ntc1","A. Long.","A. Lat.","GPS Lat.","GPS Long."
"","","","","12.2","12.2","7195","42.2","0","411.6","0","-0.14","-0.58","35.381886","140.281744"
"","","","","12.3","12.3","7364","42.7","0","416.2","0","-0.2","-0.69","35.381896","140.281737"
"","","","","12.4","12.4","7364","43.2","0","420.1","0","-0.19","-0.69","35.381904","140.281731"
"","","","","12.5","12.5","7597","44","0","423.3","0","-0.2","-0.72","35.381912","140.281722"
"","","","","12.6","12.6","7622","44.7","0","426.6","0","-0.17","-0.77","35.381919","140.281712"
"","","","","12.7","12.7","7815","45.2","0","430","0","-0.19","-0.79","35.381927","140.281702"
"","","","","12.8","12.8","7856","46","0","433","0","-0.23","-0.72","35.381934","140.281691"
"","","","","12.9","12.9","7975","46.7","0","436.2","0","-0.25","-0.73","35.381939","140.281679"
"","","","","13","13","8092","47.5","0","439.1","0","-0.27","-0.73","35.381942","140.281666"
"","","","","13.1","13.1","8372","48.6","0","441.7","0","-0.23","-0.69","35.381946","140.281652"
"","","","","13.2","13.2","8239","49.5","0","444.8","0","-0.26","-0.66","35.381947","140.281637"
"","","","","13.3","13.3","8383","50.2","0","448.3","0","-0.35","-0.6","35.381949","140.281622"
"","","","","13.4","13.4","8348","51.2","0","451.7","0","-0.33","-0.5","35.381951","140.281607"
"","","","","13.5","13.5","8401","52.8","0","456.1","0","-0.36","-0.33","35.381949","140.281592"
"","","","","13.6","13.6","8460","53.9","0","460.9","0","-0.27","-0.21","35.381947","140.281576"
"","","","","13.7","13.7","8800","54.9","0","465.2","0","-0.36","-0.15","35.381944","140.281561"
"","","","","13.8","13.8","8891","56.1","0","470.2","0","-0.38","-0.07","35.381941","140.281544"
"","","","","13.9","13.9","9045","57.2","0","475.3","0","-0.35","-0.04","35.381937","140.281527"
"","","","","14","14","9295","58.8","0","479.5","0","-0.36","0","35.381934","140.281511"
"","","","","14.1","14.1","9457","60.1","0","484.2","0","-0.3","0.01","35.381931","140.281494"
"","","","","14.2","14.2","9707","61.1","0","489.2","0","-0.36","0.07","35.381926","140.281477"
"","","","","14.3","14.3","9861","62.4","0","493.9","0","-0.35","0.05","35.381922","140.281459"
"","","","","14.4","14.4","10033","63.6","0","500.1","0","-0.29","0.1","35.381919","140.281441"
"","","","","14.5","14.5","10226","64.9","0","507.2","0","-0.36","0.06","35.381914","140.281422"
"","","","","14.6","14.6","10413","65.8","0","513.7","0","-0.31","0.1","35.381911","140.281404"
"","","","","14.7","14.7","10630","67.1","0","521","0","-0.34","0.08","35.381906","140.281384"
"","","","","14.8","14.8","10766","68.5","0","527.7","0","-0.21","0.08","35.381902","140.281364"
"","","","","14.9","14.9","10924","69.3","0","532.6","0","-0.23","0.06","35.381899","140.281346"
"","","","","15","15","11094","70","0","536.8","0","-0.24","0.02","35.381894","140.281324"
"","","","","15.1","15.1","11271","70.9","0","540","0","-0.3","0.02","35.381891","140.281304"
"","","","","15.2","15.2","11422","71.8","0","542.3","0","-0.28","0.01","35.381887","140.281282"
"","","","","15.3","15.3","11542","72.9","0","544.2","0","-0.29","0.02","35.381882","140.281262"
"","","","","15.4","15.4","11648","74","0","546.1","0","-0.2","0.01","35.381879","140.281241"
"","","","","15.5","15.5","11776","74.9","0","548.2","0","-0.21","0.06","35.381876","140.281219"
"","","","","15.6","15.6","11897","75.5","0","550.4","0","-0.2","0.06","35.381872","140.281196"
"","","","","15.7","15.7","12028","76.1","0","552.2","0","-0.24","0.07","35.381867","140.281174"
"","","","","15.8","15.8","12140","77","0","554","0","-0.18","0.03","35.381864","140.281151"
"","","","","15.9","15.9","12262","77.9","0","556","0","-0.21","0.07","35.381861","140.281129"
"","","","","16","16","12381","78.4","0","557.7","0","-0.18","0.02","35.381856","140.281106"
"","","","","16.1","16.1","12450","79.1","0","559.6","0","-0.21","0.01","35.381852","140.281082"
"","","","","16.2","16.2","12575","80","0","562","0","-0.16","-0.02","35.381849","140.281057"
"","","","","16.3","16.3","12668","80.4","0","564.6","0","-0.17","0.03","35.381846","140.281034"
"","","","","16.4","16.4","12784","81.1","0","567.1","0","-0.12","-0.05","35.381841","140.281011"
"","","","","16.5","16.5","12820","81.7","0","570.2","0","0.12","-0.03","35.381837","140.280986"
"","","","","16.6","16.6","12911","81.9","0","573.3","0","0.35","-0.08","35.381834","140.280961"
"","","","","16.7","16.7","12586","80.9","0","575.8","0","0.52","-0.17","35.381831","140.280937"
"","","","","16.8","16.8","12160","78.9","0","574.4","0","0.56","-0.36","35.381826","140.280912"
"","","","","16.9","16.9","10195","76.9","0","562.8","0","0.54","-0.41","35.381822","140.280887"
"","","","","17","17","8624","74.9","0","545.6","0","0.56","-0.54","35.381819","140.280864"
"","","","","17.1","17.1","10420","73","0","519","0","0.58","-0.66","35.381814","140.280841"
"","","","","17.2","17.2","10958","71","0","487.2","0","0.56","-0.73","35.381811","140.280817"
"","","","","17.3","17.3","10013","68.8","0","460.7","0","0.67","-0.69","35.381806","140.280797"
"","","","","17.4","17.4","9966","66.9","0","435.4","0","0.64","-0.78","35.381801","140.280776"
"","","","","17.5","17.5","9335","64.4","0","415.2","0","0.87","-0.73","35.381796","140.280756"
"","","","","17.6","17.6","8780","61.8","0","400.6","0","0.82","-0.64","35.381789","140.280737"
"","","","","17.7","17.7","7514","58.8","0","386","0","0.84","-0.61","35.381782","140.280719"
"","","","","17.8","17.8","7237","55.4","0","373.6","0","0.7","-0.59","35.381776","140.280702"
"","","","","17.9","17.9","6400","52.9","0","363.9","0","0.64","-0.59","35.381767","140.280687"
"","","","","18","18","6053","50.5","0","354.4","0","0.63","-0.56","35.381759","140.280674"
"","","","","18.1","18.1","6914","48.2","0","346.5","0","0.56","-0.63","35.381751","140.280661"
"","","","","18.2","18.2","6860","46","0","340.9","0","0.5","-0.59","35.381742","140.280649"
"","","","","18.3","18.3","6700","44.1","0","336.3","0","0.42","-0.6","35.381734","140.280639"
"","","","","18.4","18.4","6725","42.5","0","335.1","0","0.39","-0.53","35.381726","140.280629"
"","","","","18.5","18.5","6636","41.1","0","336.9","0","0.27","-0.57","35.381716","140.280622"
"","","","","18.6","18.6","6993","39.8","0","343.9","0","0.14","-0.6","35.381706","140.280616"
"","","","","18.7","18.7","6990","38.9","0","356.1","0","0.02","-0.6","35.381697","140.280611"
"","","","","18.8","18.8","7160","38.8","0","369.1","0","-0.09","-0.64","35.381687","140.280607"
"","","","","18.9","18.9","7005","38.9","0","384.5","0","-0.02","-0.68","35.381677","140.280604"
"","","","","19","19","6999","39.2","0","397.9","0","-0.07","-0.69","35.381667","140.280604"
"","","","","19.1","19.1","6985","39.4","0","406.9","0","0.02","-0.63","35.381657","140.280604"
"","","","","19.2","19.2","6921","39.3","0","414.5","0","-0.14","-0.66","35.381647","140.280606"
"","","","","19.3","19.3","6948","39.4","0","420.3","0","-0.13","-0.66","35.381636","140.280607"
"","","","","19.4","19.4","7004","40","0","424.2","0","-0.17","-0.66","35.381627","140.280612"
"","","","","19.5","19.5","7288","40.8","0","428.1","0","-0.14","-0.66","35.381619","140.280619"
"","","","","19.6","19.6","7277","41","0","431.6","0","-0.14","-0.7","35.381611","140.280626"
"","","","","19.7","19.7","7422","41.7","0","434.5","0","-0.17","-0.7","35.381602","140.280634"
"","","","","19.8","19.8","7355","42.3","0","437.6","0","-0.09","-0.69","35.381594","140.280642"
"","","","","19.9","19.9","7424","42.7","0","440.7","0","-0.12","-0.67","35.381589","140.280652"
"","","","","20","20","7335","43.1","0","443.5","0","-0.15","-0.73","35.381584","140.280664"
"","","","","20.1","20.1","7564","43.4","0","446.5","0","-0.17","-0.72","35.381579","140.280676"
"","","","","20.2","20.2","7460","44.1","0","449.3","0","-0.22","-0.69","35.381576","140.280687"
"","","","","20.3","20.3","7625","44.8","0","451.9","0","-0.25","-0.63","35.381572","140.280701"
"","","","","20.4","20.4","7716","45.5","0","454.8","0","-0.31","-0.6","35.381572","140.280714"
"","","","","20.5","20.5","7718","46.6","0","457.4","0","-0.29","-0.47","35.381571","140.280727"
"","","","","20.6","20.6","7692","47.8","0","459.7","0","-0.24","-0.39","35.381572","140.280742"
"","","","","20.7","20.7","7823","48.7","0","462.4","0","-0.23","-0.28","35.381574","140.280756"
"","","","","20.8","20.8","8064","49.5","0","465","0","-0.25","-0.18","35.381577","140.280771"
"","","","","20.9","20.9","8117","50.3","0","467.4","0","-0.28","0.02","35.381579","140.280784"
"","","","","21","21","8196","51.3","0","470.4","0","-0.26","0.14","35.381584","140.280799"
"","","","","21.1","21.1","8342","52.3","0","473.7","0","-0.27","0.36","35.381587","140.280814"
"","","","","21.2","21.2","8504","53.2","0","476.9","0","-0.12","0.55","35.381592","140.280827"
"","","","","21.3","21.3","8804","54.1","0","480.8","0","-0.06","0.62","35.381597","140.280842"
"","","","","21.4","21.4","9060","54.4","0","485.1","0","0.07","0.68","35.381601","140.280859"
"","","","","21.5","21.5","9236","54.2","0","489.1","0","0.02","0.8","35.381604","140.280874"
"","","","","21.6","21.6","9318","54","0","493.8","0","0","0.84","35.381607","140.280891"
"","","","","21.7","21.7","9510","53.9","0","498.1","0","0.04","0.78","35.381609","140.280907"
"","","","","21.8","21.8","9729","54","0","501.6","0","0.1","0.82","35.381609","140.280924"
"","","","","21.9","21.9","9593","53.8","0","505.2","0","0.18","0.85","35.381609","140.280941"
"","","","","22","22","9481","53.1","0","508.7","0","0.13","0.85","35.381607","140.280957"
"","","","","22.1","22.1","9150","52.5","0","511.7","0","0.08","0.85","35.381604","140.280974"
"","","","","22.2","22.2","9057","52","0","514.9","0","0.03","0.79","35.381599","140.280989"
"","","","","22.3","22.3","8818","51.8","0","517.9","0","-0.01","0.88","35.381596","140.281004"
"","","","","22.4","22.4","9011","51.8","0","520.2","0","0","0.85","35.381589","140.281019"
"","","","","22.5","22.5","8736","51.9","0","522.1","0","-0.02","0.81","35.381582","140.281032"
"","","","","22.6","22.6","8898","51.9","0","523.1","0","0.02","0.79","35.381574","140.281046"
"","","","","22.7","22.7","8845","51.9","0","523.6","0","-0.02","0.9","35.381566","140.281057"
"","","","","22.8","22.8","8755","51.8","0","523.7","0","-0.06","0.82","35.381556","140.281069"
"","","","","22.9","22.9","8839","51.8","0","523.7","0","-0.18","0.85","35.381546","140.281077"
"","","","","23","23","8815","52.3","0","523.9","0","-0.06","0.85","35.381536","140.281086"
"","","","","23.1","23.1","8715","53.1","0","524.7","0","-0.12","0.89","35.381524","140.281094"
"","","","","23.2","23.2","8870","53.1","0","526","0","-0.07","0.88","35.381512","140.281101"
"","","","","23.3","23.3","8854","53.2","0","527.2","0","-0.11","0.93","35.381499","140.281104"
"","","","","23.4","23.4","8949","54.1","0","528","0","0.18","0.91","35.381486","140.281109"
"","","","","23.5","23.5","8975","54","0","527.9","0","0.32","0.93","35.381474","140.281111"
"","","","","23.6","23.6","8404","52.6","0","527.1","0","0.41","0.88","35.381461","140.281112"
"","","","","23.7","23.7","8304","50.9","0","520.7","0","0.41","0.85","35.381447","140.281111"
"","","","","23.8","23.8","8096","49.5","0","506.2","0","0.3","0.79","35.381434","140.281107"
"","","","","23.9","23.9","7883","47.9","0","488.9","0","0.23","0.77","35.381422","140.281102"
"","","","","24","24","7825","47.1","0","464.6","0","0.07","0.77","35.381411","140.281097"
"","","","","24.1","24.1","7905","46.7","0","440.7","0","0.01","0.75","35.381401","140.281091"
"","","","","24.2","24.2","8173","46.3","0","428.2","0","-0.09","0.81","35.381391","140.281082"
"","","","","24.3","24.3","8195","46.7","0","424.8","0","-0.19","0.88","35.381381","140.281074"
"","","","","24.4","24.4","8212","47.1","0","430.7","0","-0.22","0.83","35.381372","140.281064"
"","","","","24.5","24.5","8249","47.9","0","440.4","0","-0.29","0.81","35.381364","140.281052"
"","","","","24.6","24.6","8443","48.9","0","453","0","-0.13","0.85","35.381357","140.281041"
"","","","","24.7","24.7","8412","49.9","0","462.5","0","-0.13","0.74","35.381352","140.281027"
"","","","","24.8","24.8","8341","50.1","0","468.3","0","-0.02","0.7","35.381347","140.281012"
"","","","","24.9","24.9","9266","50.3","0","473.3","0","-0.04","0.86","35.381344","140.280997"
"","","","","25","25","8766","50.7","0","477.9","0","-0.05","0.82","35.381341","140.280982"
"","","","","25.1","25.1","8860","50.4","0","482.4","0","-0.14","0.82","35.381339","140.280967"
"","","","","25.2","25.2","9243","50.8","0","488.2","0","-0.28","0.87","35.381339","140.280952"
"","","","","25.3","25.3","8827","51.7","0","494.8","0","-0.25","0.75","35.381339","140.280937"
"","","","","25.4","25.4","8888","52.7","0","500.8","0","-0.32","0.6","35.381341","140.280921"
"","","","","25.5","25.5","8809","53.6","0","506.6","0","-0.4","0.47","35.381346","140.280906"
"","","","","25.6","25.6","8991","54.7","0","511.1","0","-0.47","0.23","35.381349","140.280891"
"","","","","25.7","25.7","9280","56.5","0","514.5","0","-0.36","-0.01","35.381356","140.280874"
"","","","","25.8","25.8","9212","58.3","0","517.5","0","-0.29","-0.2","35.381361","140.280859"
"","","","","25.9","25.9","9401","59.1","0","520.8","0","-0.26","-0.51","35.381367","140.280844"
"","","","","26","26","9674","60","0","524.6","0","-0.24","-0.58","35.381376","140.280829"
"","","","","26.1","26.1","10028","61.2","0","530","0","-0.22","-0.73","35.381382","140.280812"
"","","","","26.2","26.2","10221","61.8","0","536.1","0","-0.15","-0.84","35.381387","140.280796"
"","","","","26.3","26.3","10530","62.4","0","541.6","0","-0.28","-0.75","35.381394","140.280779"
"","","","","26.4","26.4","10591","63.2","0","547.4","0","-0.24","-0.54","35.381399","140.280761"
"","","","","26.5","26.5","10563","64.1","0","552.2","0","-0.23","-0.35","35.381402","140.280742"
"","","","","26.6","26.6","10359","65.2","0","555.5","0","-0.21","0","35.381406","140.280724"
"","","","","26.7","26.7","10739","65.7","0","558.6","0","-0.05","0.44","35.381409","140.280704"
"","","","","26.8","26.8","10640","66.5","0","561.3","0","-0.15","0.66","35.381409","140.280684"
"","","","","26.9","26.9","10712","66.6","0","563.4","0","0.1","0.8","35.381411","140.280664"
"","","","","27","27","11055","66.8","0","565.5","0","0.15","0.94","35.381412","140.280644"
"","","","","27.1","27.1","10887","66.7","0","567.6","0","0.29","0.98","35.381416","140.280624"
"","","","","27.2","27.2","10559","65.2","0","569.2","0","0.26","1","35.381419","140.280604"
"","","","","27.3","27.3","10887","64.4","0","569.2","0","0.21","1.11","35.381424","140.280584"
"","","","","27.4","27.4","10476","63.7","0","567.6","0","0.28","1.16","35.381431","140.280564"
"","","","","27.5","27.5","10266","62.7","0","564.6","0","0.15","1.18","35.381437","140.280547"
"","","","","27.6","27.6","10135","61.7","0","557.9","0","0.1","1.13","35.381444","140.280529"
"","","","","27.7","27.7","10123","61.4","0","549","0","0.04","1.14","35.381452","140.280512"
"","","","","27.8","27.8","10073","61.3","0","542.5","0","-0.03","1.08","35.381462","140.280497"
"","","","","27.9","27.9","10256","60.9","0","537.3","0","-0.15","1.06","35.381474","140.280484"
"","","","","28","28","10413","61.3","0","536.3","0","-0.14","1.04","35.381486","140.280472"
"","","","","28.1","28.1","10366","62.3","0","538.6","0","-0.09","1.11","35.381497","140.280461"
"","","","","28.2","28.2","10314","62.5","0","543.7","0","-0.04","1.02","35.381511","140.280451"
"","","","","28.3","28.3","10555","62.5","0","549.5","0","-0.19","1.06","35.381524","140.280442"
"","","","","28.4","28.4","10625","62.9","0","553.8","0","-0.2","1.07","35.381539","140.280434"
"","","","","28.5","28.5","10582","63.7","0","557.6","0","-0.23","1.04","35.381554","140.280427"
"","","","","28.6","28.6","10570","64.6","0","560.9","0","-0.17","1.04","35.381569","140.280422"
"","","","","28.7","28.7","10638","65.3","0","563.7","0","-0.12","1.07","35.381584","140.280419"
"","","","","28.8","28.8","10676","65.8","0","567","0","-0.14","1.02","35.381601","140.280416"
"","","","","28.9","28.9","10733","66.2","0","570","0","-0.15","0.98","35.381616","140.280416"
