"ALFANO ",,,,,,,,,,,,,,,
"Lap","Time Lap","Strip","Time Strip","Absolute Time","Time","RPM","Speed #2","Speed #3","K2","Ntc1","A. Long.","A. Lat.","GPS Lat.","GPS Long."
"","","","","123.2","18.5","7993","49.8","0","505.1","0","-0.24","-0.17","35.381574","140.280772"
"","","","","123.3","18.6","8155","50.8","0","507.2","0","-0.26","0.03","35.381576","140.280786"
"","","","","123.4","18.7","8214","51.6","0","509.3","0","-0.2","0.17","35.381581","140.280801"
"","","","","123.5","18.8","8341","52.5","0","510.8","0","-0.22","0.38","35.381584","140.280816"
"","","","","123.6","18.9","8521","53.3","0","512.2","0","-0.06","0.53","35.381589","140.280831"
"","","","","123.7","19","8732","53.9","0","515","0","0.01","0.66","35.381592","140.280846"
"","","","","123.8","19.1","9081","54","0","518.9","0","-0.02","0.75","35.381597","140.280861"
"","","","","123.9","19.2","9163","53.5","0","523","0","-0.05","0.84","35.381601","140.280877"
"","","","","124","19.3","9156","53.8","0","528.6","0","-0.1","0.86","35.381604","140.280892"
"","","","","124.1","19.4","9385","54.3","0","534.4","0","0.01","0.9","35.381604","140.280909"
"","","","","124.2","19.5","9435","54.2","0","539.1","0","0.01","0.93","35.381604","140.280926"
"","","","","124.3","19.6","9456","54.3","0","544.9","0","0.06","0.94","35.381604","140.280942"
"","","","","124.4","19.7","9279","54.2","0","550.5","0","0.03","0.93","35.381602","140.280959"
"","","","","124.5","19.8","9158","53.8","0","554.9","0","0.06","0.97","35.381599","140.280976"
"","","","","124.6","19.9","9208","53.7","0","559.7","0","-0.05","0.99","35.381594","140.280991"
"","","","","124.7","20","9108","53.6","0","563.7","0","0.03","0.97","35.381587","140.281006"
"","","","","124.8","20.1","9206","53.7","0","566","0","-0.02","0.93","35.381581","140.281021"
"","","","","124.9","20.2","9309","53.8","0","568.1","0","-0.03","0.97","35.381572","140.281034"
"","","","","125","20.3","9572","53.6","0","569.8","0","-0.14","0.99","35.381564","140.281046"
"","","","","125.1","20.4","9529","54","0","571.7","0","-0.28","0.97","35.381552","140.281057"
"","","","","125.2","20.5","9444","54.7","0","574.5","0","-0.31","1","35.381542","140.281067"
"","","","","125.3","20.6","9475","55.8","0","578.2","0","-0.27","1.05","35.381531","140.281076"
"","","","","125.4","20.7","9422","57.1","0","581.4","0","-0.04","1.08","35.381519","140.281084"
"","","","","125.5","20.8","9655","57.8","0","585.2","0","0.25","0.99","35.381506","140.281091"
"","","","","125.6","20.9","9583","57.5","0","588.7","0","0.44","1.02","35.381491","140.281094"
"","","","","125.7","21","9070","55.8","0","590.4","0","0.45","0.94","35.381477","140.281099"
"","","","","125.8","21.1","8570","53.7","0","585.2","0","0.36","0.91","35.381462","140.281101"
"","","","","125.9","21.2","8312","52.2","0","571.7","0","0.34","0.86","35.381449","140.281101"
"","","","","126","21.3","7972","51.2","0","554.9","0","0.22","0.87","35.381436","140.281099"
"","","","","126.1","21.4","7845","49.9","0","529.7","0","0.18","0.83","35.381424","140.281096"
"","","","","126.2","21.5","8434","49.3","0","503.3","0","-0.01","0.88","35.381411","140.281091"
"","","","","126.3","21.6","8357","49.2","0","489.2","0","-0.07","0.9","35.381399","140.281086"
"","","","","126.4","21.7","8401","49.1","0","483.8","0","-0.07","0.87","35.381389","140.281079"
"","","","","126.5","21.8","8417","49.7","0","487.6","0","-0.05","0.94","35.381379","140.281071"
"","","","","126.6","21.9","8421","49.9","0","497","0","0","1.01","35.381369","140.281061"
"","","","","126.7","22","8393","49.7","0","511.6","0","0.02","1.03","35.381361","140.281051"
"","","","","126.8","22.1","8591","50","0","523.5","0","0","1.03","35.381352","140.281037"
"","","","","126.9","22.2","8699","49.8","0","531.2","0","0.02","1.07","35.381347","140.281026"
"","","","","127","22.3","8696","49.6","0","538.3","0","-0.12","1","35.381341","140.281011"
"","","","","127.1","22.4","8731","49.9","0","543.7","0","-0.13","0.97","35.381337","140.280996"
"","","","","127.2","22.5","8701","50.3","0","547.6","0","-0.12","0.85","35.381336","140.280981"
"","","","","127.3","22.6","8636","50.9","0","551.5","0","-0.17","0.83","35.381334","140.280966"
"","","","","127.4","22.7","8661","51.2","0","554.7","0","-0.18","0.74","35.381336","140.280949"
"","","","","127.5","22.8","8688","51.9","0","557.1","0","-0.31","0.62","35.381337","140.280934"
"","","","","127.6","22.9","8875","52.8","0","559.6","0","-0.31","0.45","35.381339","140.280919"
"","","","","127.7","23","8786","53.9","0","561.8","0","-0.33","0.36","35.381344","140.280904"
"","","","","127.8","23.1","8869","55.2","0","563.7","0","-0.3","0.15","35.381347","140.280889"
"","","","","127.9","23.2","9111","56.2","0","566.4","0","-0.27","-0.04","35.381354","140.280874"
"","","","","128","23.3","9178","57.2","0","568.8","0","-0.3","-0.21","35.381361","140.280859"
"","","","","128.1","23.4","9348","58.2","0","571.1","0","-0.24","-0.43","35.381367","140.280844"
"","","","","128.2","23.5","9586","59.3","0","574.4","0","-0.25","-0.55","35.381374","140.280829"
"","","","","128.3","23.6","9981","60.1","0","578.2","0","-0.23","-0.68","35.381381","140.280812"
"","","","","128.4","23.7","10195","60.9","0","582.3","0","-0.21","-0.78","35.381386","140.280796"
"","","","","128.5","23.8","10460","61.8","0","588.3","0","-0.26","-0.81","35.381392","140.280779"
"","","","","128.6","23.9","10502","62.4","0","594.4","0","-0.28","-0.65","35.381397","140.280762"
"","","","","128.7","24","10506","63.4","0","599.5","0","-0.27","-0.42","35.381402","140.280744"
"","","","","128.8","24.1","10418","64.7","0","605","0","-0.27","-0.13","35.381406","140.280726"
"","","","","128.9","24.2","10369","65.4","0","609.7","0","-0.06","0.24","35.381409","140.280706"
"","","","","129","24.3","10555","66.3","0","613.3","0","-0.09","0.58","35.381411","140.280687"
"","","","","129.1","24.4","10611","66.4","0","617.4","0","0.12","0.69","35.381412","140.280666"
"","","","","129.2","24.5","11125","65.9","0","621.1","0","-0.02","0.95","35.381414","140.280646"
"","","","","129.3","24.6","10822","65.8","0","623.9","0","0.02","1.03","35.381416","140.280626"
"","","","","129.4","24.7","10789","65.7","0","626.4","0","0.07","1.19","35.381419","140.280606"
"","","","","129.5","24.8","11039","65.9","0","627.7","0","0.12","1.24","35.381424","140.280587"
"","","","","129.6","24.9","10632","65.3","0","628.4","0","0.17","1.4","35.381429","140.280567"
"","","","","129.7","25","10649","64.6","0","628.7","0","0.01","1.36","35.381434","140.280549"
"","","","","129.8","25.1","10602","64.2","0","628.8","0","0","1.25","35.381442","140.280531"
"","","","","129.9","25.2","10954","64.2","0","629.2","0","-0.06","1.23","35.381451","140.280514"
"","","","","130","25.3","10877","64.5","0","630.2","0","-0.16","1.17","35.381462","140.280501"
"","","","","130.1","25.4","10909","64.5","0","631.5","0","-0.2","1.19","35.381474","140.280486"
"","","","","130.2","25.5","11273","65.4","0","632.8","0","-0.16","1.1","35.381486","140.280472"
"","","","","130.3","25.6","10881","66.4","0","634.4","0","-0.01","1.22","35.381499","140.280461"
"","","","","130.4","25.7","11025","66.4","0","635.5","0","-0.03","1.17","35.381512","140.280451"
"","","","","130.5","25.8","11025","66.4","0","635.5","0","-0.03","1.17","35.381512","140.280451"
"","","","","130.6","25.9","10924","66.3","0","636.2","0","-0.1","1.21","35.381527","140.280441"
"","","","","130.7","26","11080","66.6","0","636.8","0","-0.11","1.16","35.381542","140.280432"
"","","","","130.8","26.1","11164","67.1","0","636.9","0","-0.12","1.2","35.381559","140.280426"
"","","","","130.9","26.2","11135","67.4","0","637","0","-0.1","1.23","35.381574","140.280419"
"","","","","131","26.3","11094","67.8","0","637.3","0","-0.09","1.2","35.381591","140.280416"
"","","","","131.1","26.4","11123","68.3","0","637.6","0","-0.11","1.21","35.381607","140.280414"
"","","","","131.2","26.5","11043","68.5","0","638","0","-0.07","1.21","35.381624","140.280412"
"","","","","131.3","26.6","11181","68.9","0","638.6","0","-0.09","1.15","35.381642","140.280414"
"","","","","131.4","26.7","11191","69.3","0","639","0","-0.09","1.21","35.381659","140.280416"
"","","","","131.5","26.8","11227","69.3","0","639.4","0","-0.13","1.17","35.381676","140.280421"
"","","","","131.6","26.9","11383","69.8","0","640.2","0","-0.15","1.17","35.381692","140.280426"
"","","","","131.7","27","11522","70.4","0","640.9","0","-0.07","1.25","35.381709","140.280432"
"","","","","131.8","27.1","11463","70.8","0","642","0","-0.06","1.26","35.381724","140.280441"
"","","","","131.9","27.2","11494","71","0","643.1","0","-0.08","1.19","35.381741","140.280451"
"","","","","132","27.3","11583","71.2","0","643.9","0","-0.09","1.18","35.381756","140.280461"
"","","","","132.1","27.4","11612","71.6","0","644.5","0","-0.16","1.1","35.381771","140.280474"
"","","","","132.2","27.5","11700","72","0","644.9","0","-0.16","0.99","35.381784","140.280487"
"","","","","132.3","27.6","11773","72.5","0","645","0","-0.2","0.95","35.381797","140.280502"
"","","","","132.4","27.7","11767","73.3","0","644.7","0","-0.19","0.86","35.381811","140.280517"
"","","","","132.5","27.8","11792","73.9","0","644.3","0","-0.19","0.79","35.381822","140.280536"
"","","","","132.6","27.9","11885","74.7","0","644","0","-0.16","0.76","35.381834","140.280552"
"","","","","132.7","28","11940","75.3","0","643.9","0","-0.14","0.73","35.381844","140.280572"
"","","","","132.8","28.1","12074","75.8","0","643.9","0","-0.14","0.72","35.381854","140.280591"
"","","","","132.9","28.2","12148","76.3","0","644","0","-0.14","0.72","35.381864","140.280611"
"","","","","133","28.3","12285","76.8","0","644.1","0","-0.12","0.68","35.381872","140.280631"
"","","","","133.1","28.4","12254","77.3","0","644.3","0","-0.11","0.62","35.381881","140.280652"
"","","","","133.2","28.5","12292","77.7","0","644.1","0","-0.12","0.58","35.381889","140.280674"
"","","","","133.3","28.6","12360","78.1","0","644.1","0","-0.11","0.5","35.381897","140.280696"
"","","","","133.4","28.7","12401","78.5","0","644","0","-0.1","0.43","35.381904","140.280717"
"","","","","133.5","28.8","12518","78.9","0","643.7","0","-0.09","0.42","35.381911","140.280741"
"","","","","133.6","28.9","12552","79.2","0","643.2","0","-0.11","0.4","35.381916","140.280762"
"","","","","133.7","29","12610","79.6","0","642.9","0","-0.11","0.36","35.381922","140.280786"
"","","","","133.8","29.1","12644","80","0","642.4","0","-0.09","0.36","35.381927","140.280809"
"","","","","133.9","29.2","12698","80.4","0","642.1","0","-0.14","0.31","35.381932","140.280832"
"","","","","134","29.3","12749","80.7","0","642","0","-0.12","0.27","35.381937","140.280856"
"","","","","134.1","29.4","12812","81.3","0","641.7","0","-0.1","0.2","35.381942","140.280881"
"","","","","134.2","29.5","12870","81.8","0","641.6","0","-0.08","0.14","35.381947","140.280904"
"","","","","134.3","29.6","12931","81.8","0","641.5","0","-0.07","0.12","35.381951","140.280929"
"","","","","134.4","29.7","12995","82.2","0","641.5","0","-0.12","0.07","35.381954","140.280954"
"","","","","134.5","29.8","13083","82.6","0","641.4","0","-0.09","0.03","35.381959","140.280977"
"","","","","134.6","29.9","13032","82.8","0","641.5","0","-0.09","0","35.381962","140.281002"
"","","","","134.7","30","13094","83.3","0","641.5","0","-0.09","-0.07","35.381966","140.281027"
"","","","","134.8","30.1","13129","83.5","0","641.5","0","-0.01","-0.13","35.381969","140.281052"
"","","","","134.9","30.2","13283","83.8","0","641.5","0","0","-0.17","35.381972","140.281077"
"","","","","135","30.3","13458","83.8","0","641.9","0","-0.05","-0.25","35.381976","140.281102"
"","","","","135.1","30.4","13354","83.5","0","642.5","0","-0.13","-0.29","35.381979","140.281129"
"","","","","135.2","30.5","13297","84","0","644","0","-0.13","-0.27","35.381982","140.281154"
"","","","","135.3","30.6","13345","84.7","0","645.7","0","-0.09","-0.27","35.381987","140.281179"
"","","","","135.4","30.7","13389","84.8","0","647.2","0","-0.06","-0.24","35.381991","140.281204"
"","","","","135.5","30.8","13422","85.1","0","649.2","0","-0.09","-0.16","35.381996","140.281229"
"","","","","135.6","30.9","13446","85.5","0","650.8","0","-0.01","-0.01","35.382001","140.281254"
"","","","","135.7","31","13471","85.6","0","652.6","0","-0.09","0.06","35.382006","140.281281"
"","","","","135.8","31.1","13586","85.7","0","654.5","0","-0.05","0.06","35.382011","140.281306"
"","","","","135.9","31.2","13692","86","0","656.1","0","-0.1","0.12","35.382016","140.281331"
"","","","","136","31.3","13627","86.3","0","657.8","0","-0.06","0.15","35.382021","140.281356"
"","","","","136.1","31.4","13627","86.4","0","658.9","0","-0.09","0.06","35.382026","140.281382"
"","","","","136.2","31.5","13692","86.8","0","659.8","0","0.03","0.1","35.382031","140.281407"
"","","","","136.3","31.6","13770","87.1","0","660.9","0","0.27","0.13","35.382036","140.281434"
"","","","","136.4","31.7","13642","86.8","0","662.1","0","0.46","0.18","35.382041","140.281459"
"","","","","136.5","31.8","13129","84.9","0","662.6","0","0.58","0.32","35.382046","140.281486"
"","","","","136.6","31.9","12636","82.6","0","659.3","0","0.68","0.57","35.382051","140.281511"
"","","","","136.7","32","11148","80.6","0","647.1","0","0.79","0.7","35.382054","140.281537"
"","","","","136.8","32.1","9863","77.8","0","626.6","0","0.7","0.88","35.382059","140.281562"
"","","","","136.9","32.2","11169","74.8","0","604.1","0","0.57","1.1","35.382062","140.281586"
"","","","","137","32.3","11238","72.8","0","573.9","0","0.55","1.06","35.382066","140.281611"
"","","","","137.1","32.4","11144","71.3","0","544.9","0","0.52","1.05","35.382067","140.281632"
"","","","","137.2","32.5","10899","69.1","0","524","0","0.44","1.14","35.382069","140.281654"
"","","","","137.3","32.6","10725","67.2","0","503.3","0","0.31","1.18","35.382067","140.281677"
"","","","","137.4","32.7","10655","66.2","0","485.4","0","0.2","1.11","35.382067","140.281699"
"","","","","137.5","32.8","10443","65","0","471.6","0","0.08","1.18","35.382064","140.281719"
"","","","","137.6","32.9","10233","64.4","0","457.1","0","-0.04","1.16","35.382061","140.281739"
"","","","","137.7","33","10672","64.6","0","446.6","0","-0.07","1.22","35.382056","140.281757"
"","","","","137.8","33.1","10528","64.8","0","445.8","0","-0.12","1.18","35.382051","140.281776"
"","","","","137.9","33.2","10799","65","0","454.3","0","-0.04","1.25","35.382042","140.281792"
"","","","","138","33.3","10909","65.6","0","471.1","0","0.06","1.09","35.382034","140.281811"
"","","","","138.1","33.4","10851","65.6","0","490.7","0","0.03","1.25","35.382024","140.281827"
"","","","","138.2","33.5","11059","64.8","0","515.1","0","0.04","0.88","35.382014","140.281842"
"","","","","138.3","33.6","11001","65.7","0","534.5","0","-0.1","0.82","35.382001","140.281856"
"","","","","138.4","33.7","11531","66.4","0","547.3","0","-0.23","1.29","35.381989","140.281869"

"5","33.9","1","33.9","138.5","0","11322","70.3","0","568.6","0","0.17","1.22","35.381951442380824","140.28189974683465"
"","","","","138.6","0.1","11078","70.1","0","576","0","0.17","1.29","35.381947","140.281901"
"","","","","138.7","0.2","11078","70.1","0","576","0","0.17","1.29","35.381947","140.281901"
"","","","","138.8","0.3","11158","69","0","581.8","0","0.18","1.54","35.381917","140.281921"
"","","","","138.9","0.4","11158","69","0","586.1","0","0.17","1.56","35.381901","140.281927"
"","","","","139","0.5","11171","68.3","0","590.1","0","-0.03","1.22","35.381884","140.281929"
"","","","","139.1","0.6","11221","68.2","0","593.6","0","-0.04","1.11","35.381867","140.281931"
"","","","","139.2","0.7","11318","68.2","0","596.3","0","0","1.31","35.381867","140.281931"
"","","","","139.3","0.8","11325","68.7","0","599.7","0","-0.04","1.2","35.381851","140.281932"
"","","","","139.4","0.9","11527","68.4","0","603.2","0","-0.06","1.22","35.381834","140.281931"
"","","","","139.5","1","11522","68.4","0","606.3","0","-0.2","1.22","35.381817","140.281929"
"","","","","139.6","1.1","11242","69.2","0","610.1","0","-0.2","1","35.381799","140.281924"
"","","","","139.7","1.2","11400","70.6","0","613.9","0","-0.3","1","35.381784","140.281921"
"","","","","139.8","1.3","11200","70.6","0","616.6","0","-0.09","1.01","35.381767","140.281912"
"","","","","139.9","1.4","11376","72.7","0","619.1","0","-0.18","0.86","35.381751","140.281904"
"","","","","140","1.5","11280","72.9","0","621.2","0","-0.04","0.94","35.381721","140.281884"
"","","","","140.1","1.6","11785","73.2","0","622.3","0","-0.16","0.9","35.381721","140.281884"
"","","","","140.2","1.7","11514","73.8","0","623.6","0","-0.1","0.71","35.381691","140.281859"
"","","","","140.3","1.8","11945","73.9","0","625","0","-0.16","0.63","35.381677","140.281846"
"","","","","140.4","1.9","11750","74.6","0","625.9","0","-0.19","0.59","35.381662","140.281831"
"","","","","140.5","2","11916","75.2","0","627.1","0","-0.21","0.48","35.381649","140.281816"
"","","","","140.6","2.1","11918","75.8","0","628.2","0","-0.26","0.43","35.381637","140.281799"
"","","","","140.7","2.2","12065","76.7","0","628.7","0","-0.24","0.45","35.381624","140.281781"
"","","","","140.8","2.3","12143","77.7","0","629","0","-0.21","0.43","35.381612","140.281764"
"","","","","140.9","2.4","12229","78.4","0","629.4","0","-0.18","0.4","35.381601","140.281746"
"","","","","141","2.5","12327","79","0","629.7","0","-0.17","0.34","35.381587","140.281727"
"","","","","141.1","2.6","12419","79.7","0","630.1","0","-0.02","0.34","35.381576","140.281707"
"","","","","141.2","2.7","12526","80.3","0","630.9","0","-0.02","0.24","35.381564","140.281687"
"","","","","141.3","2.8","12599","80","0","631.9","0","0.39","0.21","35.381552","140.281667"
"","","","","141.4","2.9","12285","80","0","632.6","0","0.6","0.21","35.381542","140.281647"
"","","","","141.5","3","11871","77.1","0","628.6","0","0.66","0.24","35.381531","140.281627"
"","","","","141.6","3.1","11556","74.7","0","618.7","0","0.65","0.34","35.381521","140.281607"
"","","","","141.7","3.2","10373","72","0","601","0","0.55","0.53","35.381521","140.281607"
"","","","","141.8","3.3","8862","70.1","0","578.5","0","0.47","0.56","35.381499","140.281567"
"","","","","141.9","3.4","10554","68.3","0","556.3","0","0.57","0.64","35.381491","140.281549"
"","","","","142","3.5","10384","66.5","0","532.4","0","0.65","0.84","35.381481","140.281531"
"","","","","142.1","3.6","9917","64.5","0","513","0","0.84","0.94","35.381472","140.281512"
"","","","","142.2","3.7","8768","61.7","0","498.9","0","0.78","0.89","35.381466","140.281494"
"","","","","142.3","3.8","9174","58.5","0","484.4","0","0.72","1","35.381461","140.281474"
"","","","","142.4","3.9","8565","55.8","0","471.9","0","0.61","1.01","35.381456","140.281457"
"","","","","142.5","4","8134","53.7","0","462.6","0","0.53","0.81","35.381452","140.281439"
"","","","","142.6","4.1","8190","51.4","0","453","0","0.48","0.7","35.381451","140.281422"
"","","","","142.7","4.2","8320","49.7","0","444.1","0","0.49","0.7","35.381452","140.281406"
"","","","","142.8","4.3","8079","48.3","0","435.9","0","0.49","0.63","35.381452","140.281389"
"","","","","142.9","4.4","7913","46.2","0","424.7","0","0.42","0.65","35.381454","140.281374"
"","","","","143","4.5","7702","46.2","0","412.8","0","0.29","0.76","35.381457","140.281359"
"","","","","143.1","4.6","7481","43.1","0","403.3","0","0.09","0.86","35.381461","140.281346"
"","","","","143.2","4.7","7865","42.4","0","395.6","0","0.05","0.83","35.381464","140.281332"
"","","","","143.3","4.8","8230","42.8","0","396.9","0","-0.11","0.88","35.381464","140.281332"
"","","","","143.4","4.9","7794","43.7","0","405.1","0","-0.22","0.88","35.381477","140.281311"
"","","","","143.5","5","8066","44.1","0","420.8","0","-0.22","0.84","35.381484","140.281301"
"","","","","143.6","5.1","7853","45.2","0","440.4","0","-0.28","0.84","35.381494","140.281292"
"","","","","143.7","5.2","8307","45.2","0","456.9","0","-0.28","0.84","35.381504","140.281286"
"","","","","143.8","5.3","8216","46.8","0","472.4","0","-0.15","0.81","35.381516","140.281279"
"","","","","143.9","5.4","8134","46.8","0","484.2","0","-0.2","0.92","35.381526","140.281274"
"","","","","144","5.5","8250","47.7","0","491.9","0","-0.06","0.85","35.381526","140.281274"
"","","","","144.1","5.6","8214","48","0","499.3","0","-0.26","0.8","35.381549","140.281271"
"","","","","144.2","5.7","8126","48.2","0","506","0","-0.22","0.78","35.381549","140.281271"
"","","","","144.3","5.8","8055","50.6","0","510.9","0","-0.1","0.71","35.381561","140.281271"
"","","","","144.4","5.9","8201","50.9","0","515.5","0","-0.03","0.71","35.381574","140.281272"
"","","","","144.5","6","8353","50.9","0","519.6","0","-0.03","0.73","35.381584","140.281276"
"","","","","144.6","6.1","8480","51.3","0","522.8","0","-0.16","0.8","35.381609","140.281286"
"","","","","144.7","6.2","8575","51.3","0","526.3","0","-0.22","0.83","35.381621","140.281294"
"","","","","144.8","6.3","8618","52.6","0","530.2","0","-0.24","0.87","35.381631","140.281302"
"","","","","144.9","6.4","8957","53.3","0","533.7","0","-0.26","0.85","35.381641","140.281311"
"","","","","145","6.5","8894","54.3","0","538","0","-0.28","0.87","35.381641","140.281311"
"","","","","145.1","6.6","8948","55.2","0","542.4","0","-0.22","0.78","35.381661","140.281334"
"","","","","145.2","6.7","9110","56.2","0","546","0","-0.23","0.77","35.381669","140.281347"
"","","","","145.3","6.8","9104","57","0","550.1","0","-0.22","0.7","35.381676","140.281362"
"","","","","145.4","6.9","9299","57.7","0","554.3","0","-0.22","0.66","35.381684","140.281377"
"","","","","145.5","7","9423","58.6","0","557.8","0","-0.25","0.6","35.381689","140.281392"
"","","","","145.6","7.1","9555","59.4","0","562.1","0","-0.26","0.57","35.381696","140.281409"
"","","","","145.7","7.2","9583","60.2","0","567","0","-0.27","0.43","35.381701","140.281426"
"","","","","145.8","7.3","9696","61.3","0","571.5","0","-0.24","0.3","35.381704","140.281442"
"","","","","145.9","7.4","9818","62.2","0","577","0","-0.23","0.2","35.381707","140.281461"
"","","","","146","7.5","9946","63","0","582.7","0","-0.29","0.11","35.381711","140.281479"
"","","","","146.1","7.6","10077","63.9","0","587.4","0","-0.25","-0.02","35.381714","140.281497"
"","","","","146.2","7.7","10240","65","0","592.8","0","-0.25","-0.14","35.381717","140.281517"
"","","","","146.3","7.8","10366","65.9","0","598.1","0","-0.02","-0.14","35.381719","140.281536"
"","","","","146.4","7.9","10515","66.6","0","601.9","0","-0.02","-0.44","35.381722","140.281556"
"","","","","146.5","8","10617","65.9","0","605.1","0","0.59","-0.44","35.381724","140.281576"
"","","","","146.6","8.1","10121","65.9","0","607.2","0","0.59","-0.6","35.381727","140.281596"
"","","","","146.7","8.2","9111","60.6","0","604.8","0","0.86","-0.6","35.381731","140.281617"
"","","","","146.8","8.3","8142","60.6","0","593.7","0","0.86","-0.57","35.381734","140.281636"
"","","","","146.9","8.4","7692","54.6","0","575.6","0","0.78","-0.57","35.381734","140.281636"
"","","","","147","8.5","7611","54.6","0","555.6","0","0.78","-0.55","35.381742","140.281671"
"","","","","147.1","8.6","7479","49.7","0","528.4","0","0.79","-0.66","35.381742","140.281671"
"","","","","147.2","8.7","7272","49.7","0","503","0","0.6","-0.66","35.381754","140.281701"
"","","","","147.3","8.8","6957","44.1","0","485","0","0.44","-0.65","35.381754","140.281701"
"","","","","147.4","8.9","6593","42.3","0","467.9","0","0.39","-0.69","35.381767","140.281726"
"","","","","147.5","9","6742","41.1","0","453.8","0","0.41","-0.69","35.381767","140.281726"
"","","","","147.6","9.1","7181","39.7","0","445.5","0","0.41","-0.65","35.381782","140.281746"
"","","","","147.7","9.2","7051","38.1","0","443.4","0","0.23","-0.65","35.381792","140.281752"
"","","","","147.8","9.3","7113","38.1","0","448.6","0","0.08","-0.73","35.381801","140.281759"
"","","","","147.9","9.4","6676","36.7","0","457.3","0","-0.05","-0.67","35.381811","140.281764"
"","","","","148","9.5","6696","36.3","0","471.3","0","-0.25","-0.64","35.381821","140.281766"
"","","","","148.1","9.6","6585","36.9","0","485","0","-0.21","-0.64","35.381821","140.281766"
"","","","","148.2","9.7","6742","38.3","0","493.5","0","-0.21","-0.65","35.381841","140.281766"
"","","","","148.3","9.8","6504","38.8","0","500.6","0","-0.04","-0.6","35.381849","140.281766"
"","","","","148.4","9.9","6909","38.8","0","505.7","0","-0.14","-0.59","35.381859","140.281761"
"","","","","148.5","10","6778","38.9","0","509","0","-0.17","-0.57","35.381869","140.281756"
"","","","","148.6","10.1","6626","39.8","0","512.3","0","-0.17","-0.52","35.381877","140.281751"
"","","","","148.7","10.2","6779","40.1","0","515","0","-0.14","-0.58","35.381877","140.281751"
"","","","","148.8","10.3","6849","40.8","0","516.7","0","-0.26","-0.58","35.381892","140.281736"
"","","","","148.9","10.4","6870","41.5","0","518.2","0","-0.26","-0.56","35.381901","140.281727"
"","","","","149","10.5","7168","42.3","0","519.4","0","-0.23","-0.6","35.381907","140.281717"
"","","","","149.1","10.6","7205","42.3","0","520","0","-0.28","-0.62","35.381912","140.281706"
"","","","","149.2","10.7","7347","43.4","0","520.8","0","-0.23","-0.62","35.381919","140.281696"
"","","","","149.3","10.8","7437","44.2","0","522.1","0","-0.23","-0.54","35.381922","140.281682"
"","","","","149.4","10.9","7429","46.1","0","523.5","0","-0.26","-0.54","35.381922","140.281682"
"","","","","149.5","11","7530","46.1","0","525.4","0","-0.26","-0.44","35.381926","140.281669"
"","","","","149.6","11.1","7788","48.4","0","527.7","0","-0.24","-0.42","35.381927","140.281656"
"","","","","149.7","11.2","7939","48.4","0","529.5","0","-0.33","-0.42","35.381931","140.281627"
"","","","","149.8","11.3","7952","50.4","0","530.6","0","-0.33","-0.38","35.381931","140.281627"
"","","","","149.9","11.4","8164","51.4","0","531.6","0","-0.31","-0.38","35.381932","140.281597"
"","","","","150","11.5","8335","51.4","0","532.5","0","-0.31","-0.35","35.381932","140.281597"
"","","","","150.1","11.6","8410","53.5","0","533.5","0","-0.31","-0.32","35.381931","140.281566"
"","","","","150.2","11.7","8640","53.5","0","535.4","0","-0.32","-0.28","35.381929","140.281551"
"","","","","150.3","11.8","8810","55.9","0","537.7","0","-0.3","-0.19","35.381929","140.281551"
"","","","","150.4","11.9","8932","56.9","0","540.9","0","-0.31","-0.16","35.381922","140.281519"
"","","","","150.5","12","9143","58.1","0","544.6","0","-0.36","-0.09","35.381922","140.281519"
"","","","","150.6","12.1","9273","59.1","0","547.9","0","-0.32","-0.04","35.381917","140.281484"
"","","","","150.7","12.2","9445","60.4","0","551.8","0","-0.37","0.01","35.381912","140.281467"
"","","","","150.8","12.3","9663","61.7","0","556.2","0","-0.28","0.03","35.381909","140.281451"
"","","","","150.9","12.4","9810","62.8","0","560.7","0","-0.32","0.06","35.381906","140.281432"
"","","","","151","12.5","10018","63.9","0","566.9","0","-0.34","0.07","35.381901","140.281414"
"","","","","151.1","12.6","10226","64.9","0","574.2","0","-0.3","0.08","35.381897","140.281396"
"","","","","151.2","12.7","10395","66.3","0","580.7","0","-0.34","0.11","35.381892","140.281377"
"","","","","151.3","12.8","10565","67.3","0","587.7","0","-0.29","0.09","35.381889","140.281357"
"","","","","151.4","12.9","10721","68.3","0","593.7","0","-0.3","0.11","35.381886","140.281337"
"","","","","151.5","13","10919","69.6","0","598","0","-0.26","0.07","35.381881","140.281317"
"","","","","151.6","13.1","11090","70.4","0","602","0","-0.23","0.08","35.381877","140.281297"
"","","","","151.7","13.2","11257","71.2","0","604.9","0","-0.29","0.04","35.381874","140.281276"
"","","","","151.8","13.3","11380","72.2","0","606.9","0","-0.27","0.06","35.381869","140.281254"
"","","","","151.9","13.4","11496","73.2","0","609.2","0","-0.29","0.07","35.381866","140.281234"
"","","","","152","13.5","11627","74.2","0","611.5","0","-0.22","0.07","35.381862","140.281211"
"","","","","152.1","13.6","11767","75.2","0","613.3","0","-0.22","0.04","35.381857","140.281189"
"","","","","152.2","13.7","11890","75.9","0","615.7","0","-0.24","0.04","35.381854","140.281167"
"","","","","152.3","13.8","12036","75.9","0","617.6","0","-0.21","0.05","35.381851","140.281144"
"","","","","152.4","13.9","12143","76.6","0","618.9","0","-0.22","-0.01","35.381847","140.281122"
"","","","","152.5","14","12272","77.5","0","619.8","0","-0.19","0","35.381844","140.281099"
