Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,11314,646,0,5362,1123,978,14563,0,3.538195195237265E7,1.4028190060781133E8,380
1,10678,657,0,5445,1111,996,14711,0,35381951,140281901,380
1,10735,662,0,5561,1109,982,15284,0,35381937,140281909,380
1,10824,664,0,5685,1109,987,15660,0,35381922,140281916,380
1,10606,669,0,5782,1114,983,16145,0,35381906,140281922,380
1,10596,678,0,5847,1100,986,16455,0,35381891,140281927,380
1,10885,680,0,5907,1097,985,17047,0,35381874,140281929,380
1,11011,685,0,5955,1114,977,17348,0,35381857,140281931,380
1,11074,693,0,5992,1109,983,17667,0,35381841,140281931,380
1,11219,701,0,6033,1115,979,18120,0,35381824,140281929,380
1,11565,706,0,6071,1122,995,18495,0,35381807,140281927,380
1,11448,714,0,6099,1127,983,18790,0,35381789,140281924,380
1,11450,715,0,6128,1111,1000,19020,0,35381772,140281919,380
1,11618,719,0,6154,1118,985,19594,0,35381756,140281912,380
1,11428,724,0,6174,1103,994,19910,0,35381739,140281904,380
1,11831,724,0,6194,1097,983,20358,0,35381724,140281892,370
1,11862,731,0,6217,1091,989,20736,0,35381709,140281882,370
1,11811,737,0,6234,1085,980,21044,0,35381694,140281869,370
1,12048,740,0,6248,1070,981,21343,0,35381679,140281856,370
1,11838,747,0,6255,1071,974,21751,0,35381666,140281842,370
1,11940,757,0,6256,1062,979,21935,0,35381652,140281827,370
1,12072,764,0,6251,1057,979,22216,0,35381639,140281811,370
1,12219,772,0,6244,1053,977,22416,0,35381626,140281794,370
1,12237,779,0,6243,1049,980,22609,0,35381612,140281776,370
1,12305,787,0,6245,1045,979,22773,0,35381601,140281759,370
1,12394,795,0,6249,1039,981,22952,0,35381589,140281741,370
1,12502,801,0,6258,1034,992,23082,0,35381576,140281721,370
1,12602,809,0,6269,1027,1007,23198,0,35381564,140281701,370
1,12725,809,0,6281,1024,1028,23326,0,35381552,140281681,370
1,12757,801,0,6291,1022,1044,23416,0,35381541,140281661,370
1,12133,789,0,6293,1029,1063,23539,0,35381531,140281639,370
