Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,10934,646,0,6060,1132,992,14147,0,3.538195503747556E7,1.4028190056274086E8,340
1,11282,646,0,6106,1115,979,14469,0,35381957,140281899,340
1,11045,652,0,6159,1112,983,15121,0,35381941,140281906,340
1,10980,661,0,6205,1109,987,15653,0,35381926,140281911,340
1,10921,666,0,6239,1115,979,16140,0,35381911,140281916,340
1,11177,668,0,6265,1106,970,16509,0,35381894,140281921,340
1,11269,681,0,6286,1115,977,16997,0,35381876,140281922,340
1,11415,698,0,6301,1120,997,17307,0,35381859,140281924,340
1,11432,700,0,6315,1110,999,17736,0,35381842,140281924,340
1,11746,697,0,6332,1109,990,18114,0,35381824,140281922,340
1,11591,700,0,6351,1105,1000,18535,0,35381807,140281919,340
1,11385,706,0,6371,1103,999,18838,0,35381791,140281916,340
1,11630,702,0,6387,1103,994,19271,0,35381774,140281909,340
1,11437,700,0,6398,1114,972,19729,0,35381757,140281902,340
1,11806,709,0,6406,1109,973,19936,0,35381741,140281894,340
1,11930,720,0,6414,1118,976,20341,0,35381726,140281884,340
1,11918,730,0,6425,1106,977,20573,0,35381709,140281874,340
1,11978,737,0,6437,1094,979,20957,0,35381694,140281861,340
1,12077,745,0,6445,1084,975,21391,0,35381679,140281847,340
1,11954,754,0,6448,1078,979,21748,0,35381666,140281831,340
1,12185,762,0,6441,1062,977,22031,0,35381652,140281816,340
1,12277,770,0,6431,1058,980,22376,0,35381639,140281799,340
1,12262,778,0,6425,1047,981,22539,0,35381626,140281781,330
1,12338,785,0,6418,1040,981,22763,0,35381612,140281762,330
1,12427,791,0,6412,1036,980,22952,0,35381601,140281744,330
1,12533,798,0,6411,1029,981,23120,0,35381589,140281726,330
1,12668,806,0,6409,1025,997,23229,0,35381577,140281706,330
1,12804,812,0,6410,1028,1023,23325,0,35381566,140281686,330
1,12560,809,0,6417,1026,1048,23389,0,35381554,140281666,330
1,11867,793,0,6415,1031,1067,23476,0,35381542,140281644,330
1,10409,770,0,6348,1040,1058,23588,0,35381531,140281624,330
1,8689,744,0,6233,1050,1056,23605,0,35381521,140281604,330
1,10689,724,0,6042,1054,1042,23644,0,35381509,140281584,330
1,10803,709,0,5796,1067,1047,23769,0,35381499,140281564,330
1,10422,691,0,5569,1071,1044,23837,0,35381491,140281546,330
1,10272,676,0,5338,1076,1046,24056,0,35381482,140281526,330
1,9279,660,0,5169,1080,1050,24226,0,35381476,140281507,330
1,9633,643,0,4999,1084,1060,24450,0,35381469,140281487,330
1,9097,624,0,4856,1086,1073,24695,0,35381464,140281469,330
1,8272,601,0,4752,1087,1075,25017,0,35381459,140281451,330
1,8149,572,0,4649,1085,1071,25377,0,35381456,140281432,330
1,8311,545,0,4559,1085,1052,25711,0,35381454,140281414,330
1,8432,522,0,4487,1081,1064,26100,0,35381452,140281397,330
1,8156,509,0,4401,1078,1053,26572,0,35381454,140281381,330
1,7978,488,0,4312,1083,1047,27098,0,35381456,140281366,330
1,7675,466,0,4232,1085,1031,27685,0,35381459,140281351,330
1,7420,463,0,4138,1087,1020,28106,0,35381462,140281336,330
1,7812,455,0,4046,1090,1022,28735,0,35381467,140281324,330
1,7749,448,0,4012,1090,997,29254,0,35381474,140281311,330
1,7733,447,0,4050,1084,993,29865,0,35381481,140281299,330
1,7706,449,0,4156,1083,991,30830,0,35381491,140281289,330
1,7908,458,0,4289,1085,992,31422,0,35381499,140281281,330
1,7815,459,0,4476,1085,990,32238,0,35381509,140281274,330
1,8149,459,0,4635,1087,978,32886,0,35381519,140281267,330
1,8190,467,0,4731,1087,978,33480,0,35381531,140281262,330
1,8033,476,0,4814,1091,986,34163,0,35381542,140281259,330
1,8258,483,0,4877,1081,984,34705,0,35381554,140281257,330
1,8237,486,0,4923,1086,989,35479,0,35381566,140281257,330
1,8222,492,0,4972,1081,986,77,0,35381577,140281261,320
1,8152,497,0,5016,1079,988,674,0,35381591,140281262,330
1,8272,500,0,5058,1077,986,1289,0,35381602,140281267,330
1,8301,506,0,5094,1079,988,1862,0,35381614,140281272,330
1,8361,511,0,5131,1070,992,2250,0,35381624,140281279,330
1,8267,514,0,5165,1068,978,2951,0,35381634,140281289,330
1,8499,517,0,5194,1064,975,3355,0,35381644,140281299,330
1,8619,529,0,5229,1064,974,3845,0,35381654,140281309,330
1,8708,542,0,5263,1064,985,4323,0,35381662,140281321,330
1,8874,547,0,5291,1066,989,4743,0,35381671,140281334,330
1,8824,552,0,5322,1070,987,5099,0,35381677,140281349,330
1,8944,556,0,5348,1064,987,5397,0,35381684,140281362,330
1,9064,560,0,5369,1055,977,5719,0,35381691,140281377,330
1,9151,566,0,5394,1049,977,6112,0,35381696,140281392,330
1,9199,575,0,5425,1040,973,6482,0,35381701,140281409,330
1,9269,585,0,5455,1028,979,6854,0,35381704,140281426,330
1,9405,593,0,5494,1023,979,7235,0,35381707,140281442,340
1,9525,601,0,5536,1017,979,7385,0,35381711,140281461,340
1,9650,608,0,5576,1008,977,7513,0,35381714,140281477,340
1,9762,616,0,5629,1001,973,7701,0,35381717,140281496,340
1,9914,625,0,5691,992,978,7823,0,35381719,140281514,340
1,10028,635,0,5751,978,995,7897,0,35381722,140281532,340
1,10159,642,0,5822,963,1024,7913,0,35381726,140281552,340
1,10138,639,0,5890,950,1054,7918,0,35381729,140281571,340
1,9702,620,0,5937,932,1073,7900,0,35381731,140281591,340
1,8949,589,0,5941,928,1071,7860,0,35381736,140281609,340
1,8610,559,0,5845,926,1065,7756,0,35381739,140281629,340
1,8022,536,0,5692,926,1065,7468,0,35381744,140281646,340
1,7438,516,0,5447,926,1071,7094,0,35381749,140281662,340
1,7491,490,0,5199,933,1070,6719,0,35381756,140281676,340
1,7552,463,0,4917,928,1055,6142,0,35381762,140281689,340
1,7384,441,0,4689,929,1044,5866,0,35381769,140281702,340
1,7163,423,0,4551,931,1042,5315,0,35381777,140281712,340
1,7361,410,0,4454,934,1031,4700,0,35381786,140281722,340
1,7309,395,0,4437,930,1018,4121,0,35381796,140281729,340
1,7382,383,0,4486,932,992,3495,0,35381804,140281736,340
1,7002,384,0,4596,933,989,2828,0,35381814,140281741,350
1,7001,390,0,4723,929,985,2031,0,35381824,140281744,350
1,6930,395,0,4833,932,996,1258,0,35381834,140281746,340
1,7009,399,0,4934,935,984,700,0,35381844,140281746,340
1,6834,401,0,5000,931,990,35839,0,35381854,140281744,340
1,7005,406,0,5046,932,983,35237,0,35381864,140281742,340
1,7155,413,0,5076,938,980,34554,0,35381874,140281737,340
1,6971,415,0,5104,934,976,33644,0,35381882,140281732,340
1,7097,425,0,5126,935,972,33318,0,35381892,140281726,340
1,7151,436,0,5145,936,980,32665,0,35381901,140281717,340
1,7341,442,0,5161,937,979,31922,0,35381907,140281709,340
1,7460,451,0,5176,934,981,31361,0,35381916,140281699,340
1,7591,457,0,5189,930,979,30894,0,35381921,140281687,340
1,7808,463,0,5204,930,975,30417,0,35381927,140281676,340
1,7918,472,0,5219,933,976,29925,0,35381932,140281664,340
1,8097,482,0,5235,938,976,29380,0,35381936,140281651,340
1,8007,489,0,5252,940,981,28902,0,35381939,140281636,340
1,8218,497,0,5271,947,971,28409,0,35381942,140281622,340
1,8305,504,0,5291,949,975,27887,0,35381944,140281607,340
1,8351,515,0,5315,953,967,27457,0,35381944,140281592,340
1,8443,525,0,5340,956,965,27112,0,35381942,140281576,340
1,8793,535,0,5363,964,961,26837,0,35381942,140281561,340
1,8836,551,0,5392,969,965,26484,0,35381941,140281544,340
1,8945,565,0,5426,980,972,26255,0,35381937,140281529,340
1,9136,574,0,5456,987,964,25951,0,35381934,140281512,340
1,9298,584,0,5492,994,963,25784,0,35381931,140281494,340
1,9511,599,0,5538,999,964,25633,0,35381927,140281477,340
1,9671,613,0,5583,1005,971,25555,0,35381924,140281461,340
1,9844,623,0,5643,1008,968,25491,0,35381919,140281442,340
1,10051,633,0,5715,1009,967,25482,0,35381916,140281424,340
1,10205,645,0,5783,1012,968,25491,0,35381912,140281406,340
1,10434,657,0,5858,1012,972,25516,0,35381907,140281387,340
1,10587,668,0,5930,1013,970,25541,0,35381904,140281367,340
1,10781,677,0,5985,1012,969,25602,0,35381899,140281347,340
1,11007,688,0,6040,1011,966,25645,0,35381896,140281327,340
1,11131,700,0,6092,1007,972,25675,0,35381892,140281307,340
1,11331,712,0,6131,1007,972,25744,0,35381889,140281287,340
1,11430,721,0,6171,1004,976,25777,0,35381886,140281266,340
1,11569,730,0,6214,1000,971,25838,0,35381882,140281244,340
1,11748,740,0,6249,1001,975,25871,0,35381879,140281222,340
1,11820,750,0,6285,1001,976,25883,0,35381876,140281201,340
1,11964,759,0,6321,1000,976,25882,0,35381872,140281179,340
1,12104,766,0,6349,1000,979,25900,0,35381867,140281156,340
1,12200,776,0,6372,1004,977,25906,0,35381864,140281134,340
1,12325,784,0,6390,1002,981,25892,0,35381861,140281111,340
1,12419,790,0,6402,1003,980,25908,0,35381857,140281087,330
1,12533,798,0,6410,1006,985,25906,0,35381854,140281064,330
1,12652,805,0,6416,1004,982,25909,0,35381849,140281039,330
1,12760,809,0,6418,1002,984,25912,0,35381846,140281016,330
1,12825,816,0,6424,999,982,25948,0,35381842,140280991,330
1,12903,823,0,6430,995,999,25947,0,35381839,140280967,330
1,12981,827,0,6433,990,1019,25959,0,35381836,140280942,330
1,12845,826,0,6440,982,1048,25994,0,35381832,140280917,330
1,12140,813,0,6428,964,1061,25978,0,35381829,140280892,330
1,10554,791,0,6351,951,1064,25979,0,35381824,140280867,330
1,8513,767,0,6188,937,1060,25949,0,35381821,140280844,330
1,10307,745,0,5965,919,1067,25913,0,35381817,140280819,330
1,10485,724,0,5730,910,1072,25883,0,35381814,140280797,330
1,10454,699,0,5440,910,1074,25748,0,35381809,140280776,330
1,9710,671,0,5230,910,1075,25478,0,35381804,140280754,330
1,9661,646,0,5023,911,1073,25234,0,35381797,140280734,330
1,9233,619,0,4849,909,1075,24939,0,35381791,140280716,330
1,8884,592,0,4724,915,1078,24564,0,35381782,140280699,330
1,7786,567,0,4592,920,1069,24198,0,35381774,140280682,330
1,7222,537,0,4471,918,1060,23785,0,35381766,140280669,330
1,7741,514,0,4377,913,1041,23416,0,35381757,140280656,330
1,7371,500,0,4270,915,1048,22999,0,35381747,140280644,330
1,7673,485,0,4166,913,1046,22336,0,35381737,140280636,330
1,7714,467,0,4095,911,1035,21968,0,35381727,140280626,330
1,7769,449,0,4055,914,1017,21510,0,35381717,140280617,330
1,7748,442,0,4074,919,1006,20865,0,35381706,140280612,330
1,7644,441,0,4144,921,1001,20059,0,35381694,140280611,330
1,7692,438,0,4272,919,1009,19229,0,35381682,140280609,330
1,7477,438,0,4428,919,1010,18665,0,35381672,140280609,330
1,7366,435,0,4563,919,1018,18018,0,35381661,140280609,330
1,7462,428,0,4695,925,1003,17359,0,35381649,140280612,330
1,7329,423,0,4798,924,987,16714,0,35381639,140280616,330
1,7470,423,0,4871,925,977,15931,0,35381629,140280622,330
1,7446,434,0,4934,925,983,15219,0,35381621,140280629,330
1,7655,445,0,4976,923,993,14510,0,35381612,140280637,330
1,7695,447,0,5008,919,989,13835,0,35381606,140280647,330
1,7563,448,0,5033,923,982,13433,0,35381597,140280657,330
1,7909,454,0,5061,921,983,12665,0,35381592,140280669,330
1,7778,462,0,5090,922,989,12056,0,35381587,140280681,330
1,7815,466,0,5116,924,994,11442,0,35381584,140280694,330
1,8065,469,0,5146,923,995,10800,0,35381582,140280707,330
1,8079,472,0,5173,926,996,10274,0,35381581,140280722,330
1,7950,472,0,5195,935,986,9704,0,35381579,140280737,330
1,7902,473,0,5221,946,979,9104,0,35381581,140280751,330
1,7940,481,0,5244,964,969,8568,0,35381582,140280764,330
1,7990,491,0,5264,983,971,8043,0,35381586,140280779,330
1,8053,501,0,5285,1002,976,7503,0,35381591,140280792,330
1,8167,513,0,5302,1025,983,7099,0,35381596,140280806,330
1,8347,520,0,5316,1044,995,6836,0,35381601,140280821,330
1,8654,523,0,5337,1059,988,6732,0,35381606,140280834,340
1,8691,525,0,5363,1088,988,6816,0,35381611,140280849,340
1,8878,528,0,5392,1102,988,6953,0,35381614,140280864,330
1,9139,535,0,5430,1104,994,7149,0,35381619,140280881,340
1,9282,537,0,5470,1112,1008,7606,0,35381621,140280896,340
1,9115,537,0,5505,1113,1006,8039,0,35381621,140280912,340
1,9045,534,0,5544,1096,1004,8541,0,35381621,140280931,340
1,9048,529,0,5580,1090,998,9502,0,35381614,140280947,330
1,8999,531,0,5610,1093,998,10055,0,35381611,140280962,330
1,9110,532,0,5643,1085,996,10579,0,35381606,140280977,330
1,9126,530,0,5675,1086,994,11254,0,35381601,140280992,330
1,9175,534,0,5702,1087,991,11770,0,35381594,140281006,330
1,9063,537,0,5735,1089,996,12263,0,35381586,140281019,330
1,9471,538,0,5769,1093,998,12674,0,35381577,140281031,330
1,9450,540,0,5798,1092,992,13265,0,35381567,140281042,330
1,9285,540,0,5832,1102,993,13694,0,35381557,140281052,330
1,9195,543,0,5863,1106,984,14231,0,35381546,140281061,330
1,9376,548,0,5889,1105,991,14715,0,35381534,140281069,330
1,9620,552,0,5917,1095,999,15178,0,35381521,140281076,330
1,9604,556,0,5943,1101,1014,15861,0,35381507,140281081,330
1,9425,553,0,5963,1090,1029,16238,0,35381494,140281084,330
1,8584,545,0,5954,1086,1045,16995,0,35381479,140281086,330
1,8225,533,0,5861,1085,1053,17557,0,35381466,140281086,330
1,7881,513,0,5718,1083,1042,17996,0,35381452,140281084,330
1,7585,493,0,5492,1082,1030,18415,0,35381439,140281082,330
1,7782,482,0,5260,1081,1017,19007,0,35381427,140281079,330
1,8091,476,0,5021,1083,1022,19592,0,35381416,140281072,330
1,7974,469,0,4904,1083,1016,20169,0,35381406,140281066,330
1,8033,462,0,4903,1086,1006,20734,0,35381396,140281059,330
1,7912,455,0,4970,1073,1007,21206,0,35381386,140281049,330
1,7972,456,0,5100,1073,993,21925,0,35381377,140281039,330
1,7654,454,0,5229,1067,1010,22571,0,35381371,140281029,330
1,8076,454,0,5313,1063,990,23299,0,35381366,140281016,330
1,7896,454,0,5374,1058,999,23913,0,35381361,140281002,330
1,8193,457,0,5415,1064,995,24580,0,35381357,140280989,330
1,8372,465,0,5447,1061,990,24810,0,35381354,140280976,330
1,7885,462,0,5477,1061,994,25492,0,35381352,140280962,330
1,8264,468,0,5502,1063,985,25927,0,35381351,140280947,330
1,8561,476,0,5524,1058,998,26377,0,35381351,140280934,330
1,8256,476,0,5542,1060,983,26857,0,35381351,140280919,320
1,8459,479,0,5557,1050,978,27276,0,35381354,140280904,320
1,8443,486,0,5574,1039,963,27751,0,35381356,140280889,320
1,8703,497,0,5594,1023,961,28166,0,35381361,140280876,320
1,8582,511,0,5619,1006,951,28664,0,35381366,140280861,320
1,8737,527,0,5643,982,959,28936,0,35381371,140280847,320
1,8961,544,0,5670,964,962,29374,0,35381377,140280832,320
1,9171,559,0,5699,950,971,29470,0,35381384,140280817,320
1,9389,569,0,5727,932,974,29487,0,35381389,140280802,320
1,9664,580,0,5764,929,979,29443,0,35381396,140280786,320
1,9680,588,0,5810,933,978,29209,0,35381401,140280769,320
1,10072,595,0,5854,948,972,28960,0,35381406,140280752,320
1,9850,603,0,5904,969,975,28615,0,35381409,140280736,320
1,9937,615,0,5950,999,980,28296,0,35381411,140280717,320
