Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,11322,703,0,5686,1122,1017,14373,0,3.538195144238082E7,1.4028189974683467E8,400
1,11078,701,0,5760,1129,1017,15041,0,35381947,140281901,400
1,11078,701,0,5760,1129,1017,15041,0,35381947,140281901,400
1,11158,690,0,5818,1154,1018,15342,0,35381917,140281921,400
1,11158,690,0,5861,1156,1017,15742,0,35381901,140281927,400
1,11171,683,0,5901,1122,997,16606,0,35381884,140281929,400
1,11221,682,0,5936,1111,996,17112,0,35381867,140281931,400
1,11318,682,0,5963,1131,1000,17112,0,35381867,140281931,400
1,11325,687,0,5997,1120,996,17381,0,35381851,140281932,400
1,11527,684,0,6032,1122,994,17969,0,35381834,140281931,400
1,11522,684,0,6063,1122,980,18437,0,35381817,140281929,400
1,11242,692,0,6101,1100,980,18747,0,35381799,140281924,400
1,11400,706,0,6139,1100,970,19063,0,35381784,140281921,400
1,11200,706,0,6166,1101,991,19658,0,35381767,140281912,400
1,11376,727,0,6191,1086,982,20043,0,35381751,140281904,390
1,11280,729,0,6212,1094,996,20808,0,35381721,140281884,390
1,11785,732,0,6223,1090,984,20808,0,35381721,140281884,390
1,11514,738,0,6236,1071,990,21268,0,35381691,140281859,390
1,11945,739,0,6250,1063,984,21633,0,35381677,140281846,390
1,11750,746,0,6259,1059,981,21911,0,35381662,140281831,390
1,11916,752,0,6271,1048,979,22130,0,35381649,140281816,390
1,11918,758,0,6282,1043,974,22449,0,35381637,140281799,390
1,12065,767,0,6287,1045,976,22618,0,35381624,140281781,390
1,12143,777,0,6290,1043,979,22685,0,35381612,140281764,390
1,12229,784,0,6294,1040,982,22833,0,35381601,140281746,390
1,12327,790,0,6297,1034,983,22986,0,35381587,140281727,390
1,12419,797,0,6301,1034,998,23128,0,35381576,140281707,390
1,12526,803,0,6309,1024,998,23219,0,35381564,140281687,390
1,12599,800,0,6319,1021,1039,23298,0,35381552,140281667,390
1,12285,800,0,6326,1021,1060,23414,0,35381542,140281647,380
1,11871,771,0,6286,1024,1066,23516,0,35381531,140281627,380
1,11556,747,0,6187,1034,1065,23571,0,35381521,140281607,380
1,10373,720,0,6010,1053,1055,23571,0,35381521,140281607,380
1,8862,701,0,5785,1056,1047,23616,0,35381499,140281567,380
1,10554,683,0,5563,1064,1057,23710,0,35381491,140281549,380
1,10384,665,0,5324,1084,1065,23831,0,35381481,140281531,380
1,9917,645,0,5130,1094,1084,23967,0,35381472,140281512,380
1,8768,617,0,4989,1089,1078,24187,0,35381466,140281494,380
1,9174,585,0,4844,1100,1072,24547,0,35381461,140281474,370
1,8565,558,0,4719,1101,1061,24740,0,35381456,140281457,370
1,8134,537,0,4626,1081,1053,25096,0,35381452,140281439,370
1,8190,514,0,4530,1070,1048,25803,0,35381451,140281422,370
1,8320,497,0,4441,1070,1049,26384,0,35381452,140281406,370
1,8079,483,0,4359,1063,1049,26819,0,35381452,140281389,370
1,7913,462,0,4247,1065,1042,27466,0,35381454,140281374,370
1,7702,462,0,4128,1076,1029,28026,0,35381457,140281359,370
1,7481,431,0,4033,1086,1009,28316,0,35381461,140281346,370
1,7865,424,0,3956,1083,1005,28735,0,35381464,140281332,370
1,8230,428,0,3969,1088,989,28735,0,35381464,140281332,370
1,7794,437,0,4051,1088,978,29989,0,35381477,140281311,370
1,8066,441,0,4208,1084,978,30820,0,35381484,140281301,370
1,7853,452,0,4404,1084,972,31644,0,35381494,140281292,370
1,8307,452,0,4569,1084,972,32496,0,35381504,140281286,370
1,8216,468,0,4724,1081,985,33230,0,35381516,140281279,370
1,8134,468,0,4842,1092,980,33737,0,35381526,140281274,370
1,8250,477,0,4919,1085,994,33737,0,35381526,140281274,370
1,8214,480,0,4993,1080,974,34992,0,35381549,140281271,370
1,8126,482,0,5060,1078,978,34992,0,35381549,140281271,370
1,8055,506,0,5109,1071,990,35692,0,35381561,140281271,370
1,8201,509,0,5155,1071,997,213,0,35381574,140281272,370
1,8353,509,0,5196,1073,997,1057,0,35381584,140281276,370
1,8480,513,0,5228,1080,984,1917,0,35381609,140281286,370
1,8575,513,0,5263,1083,978,2377,0,35381621,140281294,370
1,8618,526,0,5302,1087,976,2767,0,35381631,140281302,370
1,8957,533,0,5337,1085,974,3297,0,35381641,140281311,370
1,8894,543,0,5380,1087,972,3297,0,35381641,140281311,370
1,8948,552,0,5424,1078,978,4160,0,35381661,140281334,370
1,9110,562,0,5460,1077,977,4760,0,35381669,140281347,370
1,9104,570,0,5501,1070,978,5171,0,35381676,140281362,370
1,9299,577,0,5543,1066,978,5728,0,35381684,140281377,370
1,9423,586,0,5578,1060,975,6095,0,35381689,140281392,370
1,9555,594,0,5621,1057,974,6460,0,35381696,140281409,370
1,9583,602,0,5670,1043,973,6763,0,35381701,140281426,370
1,9696,613,0,5715,1030,976,7108,0,35381704,140281442,370
1,9818,622,0,5770,1020,977,7434,0,35381707,140281461,370
1,9946,630,0,5827,1011,971,7655,0,35381711,140281479,370
1,10077,639,0,5874,998,975,7842,0,35381714,140281497,370
1,10240,650,0,5928,986,975,8040,0,35381717,140281517,370
1,10366,659,0,5981,986,998,8071,0,35381719,140281536,380
1,10515,666,0,6019,956,998,8097,0,35381722,140281556,380
1,10617,659,0,6051,956,1059,8082,0,35381724,140281576,380
1,10121,659,0,6072,940,1059,8080,0,35381727,140281596,380
1,9111,606,0,6048,940,1086,8025,0,35381731,140281617,380
1,8142,606,0,5937,943,1086,7817,0,35381734,140281636,380
1,7692,546,0,5756,943,1078,7817,0,35381734,140281636,380
1,7611,546,0,5556,945,1078,7173,0,35381742,140281671,380
1,7479,497,0,5284,934,1079,7173,0,35381742,140281671,380
1,7272,497,0,5030,934,1060,6666,0,35381754,140281701,380
1,6957,441,0,4850,935,1044,6666,0,35381754,140281701,380
1,6593,423,0,4679,931,1039,5922,0,35381767,140281726,380
1,6742,411,0,4538,931,1041,5922,0,35381767,140281726,380
1,7181,397,0,4455,935,1041,4945,0,35381782,140281746,380
1,7051,381,0,4434,935,1023,4052,0,35381792,140281752,380
1,7113,381,0,4486,927,1008,3593,0,35381801,140281759,380
1,6676,367,0,4573,933,995,2934,0,35381811,140281764,380
1,6696,363,0,4713,936,975,2048,0,35381821,140281766,380
1,6585,369,0,4850,936,979,2048,0,35381821,140281766,380
1,6742,383,0,4935,935,979,401,0,35381841,140281766,380
