Session,Lap,Lap [Unnamed: 0_level_1],Time Lap [1/100 s],Strip [Unnamed: 2_level_1],Time Strip [1/100 s],Absolute Time [1/10 s],Time [1/10 s],RPM [Unnamed: 6_level_1],Speed #2 [Km/h],Speed #3 [Km/h],K2 [°C],Ntc1 [°C],A. Long. [G],A. Lat. [G],GPS Lat. [Unnamed: 13_level_1],GPS Long. [Unnamed: 14_level_1],Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude,F_Gear_Ratio,R_Gear_Ratio,F_Tire_Diameter [mm],R_Tire_Diameter [mm]
SN13239_120425_13H49,1,1,35.97,1,35.97,0,0,6832,40.8,0,407.4,0,-0.32,0.27,35.38201209,140.2819858,1,6832,408,0,4074,1027,968,15367,0,35382012.09,140281985.8,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,0.1,0.1,6900,41.9,0,407.8,0,-0.33,0.26,35.382052,140.281966,1,6900,419,0,4078,1026,967,15367,0,35382052,140281966,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,0.2,0.2,7092,43,0,409.6,0,-0.29,0.25,35.382044,140.281971,1,7092,430,0,4096,1025,971,15643,0,35382044,140281971,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,0.3,0.3,7176,44.2,0,411.7,0,-0.28,0.29,35.382032,140.281974,1,7176,442,0,4117,1029,972,15899,0,35382032,140281974,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,0.4,0.4,7352,45.2,0,414,0,-0.26,0.25,35.382022,140.281977,1,7352,452,0,4140,1025,974,16123,0,35382022,140281977,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,0.5,0.5,7554,46,0,416,0,-0.29,0.32,35.382011,140.281981,1,7554,460,0,4160,1032,971,16442,0,35382011,140281981,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,0.6,0.6,7668,47.1,0,419,0,-0.24,0.38,35.382001,140.281984,1,7668,471,0,4190,1038,976,16629,0,35382001,140281984,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,0.7,0.7,7960,48.1,0,423,0,-0.34,0.43,35.381989,140.281986,1,7960,481,0,4230,1043,966,16799,0,35381989,140281986,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,0.8,0.8,8198,48.9,0,427,0,-0.31,0.46,35.381976,140.281987,1,8198,489,0,4270,1046,969,16965,0,35381976,140281987,460,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,0.9,0.9,8285,50.2,0,432.3,0,-0.38,0.55,35.381964,140.281989,1,8285,502,0,4323,1055,962,17280,0,35381964,140281989,460,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,1,1,8468,51.6,0,438.3,0,-0.3,0.54,35.381952,140.281989,1,8468,516,0,4383,1054,970,17396,0,35381952,140281989,460,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,1.1,1.1,8695,52.6,0,443.5,0,-0.36,0.55,35.381939,140.281989,1,8695,526,0,4435,1055,964,17791,0,35381939,140281989,460,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,1.2,1.2,8807,53.9,0,449.4,0,-0.32,0.56,35.381926,140.281987,1,8807,539,0,4494,1056,968,18101,0,35381926,140281987,460,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,1.3,1.3,8998,55.1,0,454.9,0,-0.33,0.53,35.381912,140.281984,1,8998,551,0,4549,1053,967,18399,0,35381912,140281984,460,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,1.4,1.4,9292,56.2,0,460.9,0,-0.33,0.55,35.381899,140.281982,1,9292,562,0,4609,1055,967,18742,0,35381899,140281982,460,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,1.5,1.5,9397,57.3,0,468.1,0,-0.35,0.52,35.381884,140.281977,1,9397,573,0,4681,1052,965,19073,0,35381884,140281977,460,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,1.6,1.6,9537,58.6,0,476,0,-0.33,0.51,35.381871,140.281972,1,9537,586,0,4760,1051,967,19345,0,35381871,140281972,460,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,1.7,1.7,9715,59.9,0,484.4,0,-0.31,0.54,35.381857,140.281967,1,9715,599,0,4844,1054,969,19629,0,35381857,140281967,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,1.8,1.8,9824,61,0,491.5,0,-0.28,0.59,35.381842,140.281961,1,9824,610,0,4915,1059,972,19889,0,35381842,140281961,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,1.9,1.9,10068,62,0,500.2,0,-0.27,0.61,35.381829,140.281954,1,10068,620,0,5002,1061,973,20109,0,35381829,140281954,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,2,2,10284,63,0,509.3,0,-0.29,0.67,35.381814,140.281944,1,10284,630,0,5093,1067,971,20406,0,35381814,140281944,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,2.1,2.1,10443,63.9,0,516.9,0,-0.29,0.71,35.381801,140.281936,1,10443,639,0,5169,1071,971,20576,0,35381801,140281936,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,2.2,2.2,10591,65,0,525.2,0,-0.32,0.64,35.381787,140.281926,1,10591,650,0,5252,1064,968,20793,0,35381787,140281926,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,2.3,2.3,10664,66.1,0,532.5,0,-0.3,0.65,35.381772,140.281916,1,10664,661,0,5325,1065,970,21060,0,35381772,140281916,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,2.4,2.4,10834,67.2,0,537.7,0,-0.28,0.55,35.381759,140.281902,1,10834,672,0,5377,1055,972,21345,0,35381759,140281902,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,2.5,2.5,10899,68.3,0,542.9,0,-0.25,0.51,35.381747,140.281889,1,10899,683,0,5429,1051,975,21641,0,35381747,140281889,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,2.6,2.6,11278,69.2,0,547.6,0,-0.26,0.45,35.381734,140.281876,1,11278,692,0,5476,1045,974,21893,0,35381734,140281876,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,2.7,2.7,11202,70,0,551.1,0,-0.34,0.48,35.381721,140.281861,1,11202,700,0,5511,1048,966,22147,0,35381721,140281861,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,2.8,2.8,11679,71.1,0,555.1,0,-0.24,0.38,35.381709,140.281846,1,11679,711,0,5551,1038,976,22252,0,35381709,140281846,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,2.9,2.9,11459,72.4,0,558.6,0,-0.25,0.37,35.381696,140.281831,1,11459,724,0,5586,1037,975,22515,0,35381696,140281831,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,3,3,11743,73.1,0,561.1,0,-0.15,0.33,35.381684,140.281814,1,11743,731,0,5611,1033,985,22607,0,35381684,140281814,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,3.1,3.1,11698,73.6,0,564.2,0,-0.25,0.29,35.381672,140.281797,1,11698,736,0,5642,1029,975,22770,0,35381672,140281797,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,3.2,3.2,11881,74.5,0,567.1,0,-0.22,0.26,35.381659,140.281779,1,11881,745,0,5671,1026,978,22895,0,35381659,140281779,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,3.3,3.3,11914,75.2,0,569.5,0,-0.27,0.25,35.381649,140.281762,1,11914,752,0,5695,1025,973,23024,0,35381649,140281762,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,3.4,3.4,12026,76.1,0,572.1,0,-0.13,0.22,35.381636,140.281744,1,12026,761,0,5721,1022,987,23113,0,35381636,140281744,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,3.5,3.5,12116,77.1,0,574.4,0,0.04,0.2,35.381624,140.281726,1,12116,771,0,5744,1020,1004,23187,0,35381624,140281726,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,3.6,3.6,12195,77.3,0,576.3,0,0.25,0.16,35.381614,140.281706,1,12195,773,0,5763,1016,1025,23270,0,35381614,140281706,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,3.7,3.7,11897,76.5,0,578.4,0,0.35,0.15,35.381602,140.281687,1,11897,765,0,5784,1015,1035,23332,0,35381602,140281687,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,3.8,3.8,11600,75.5,0,574.3,0,0.48,0.16,35.381591,140.281667,1,11600,755,0,5743,1016,1048,23401,0,35381591,140281667,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,3.9,3.9,10082,74.1,0,562.8,0,0.53,0.2,35.381579,140.281647,1,10082,741,0,5628,1020,1053,23470,0,35381579,140281647,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,4,4,8410,72,0,544.6,0,0.58,0.24,35.381569,140.281629,1,8410,720,0,5446,1024,1058,23498,0,35381569,140281629,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,4.1,4.1,8636,70.1,0,521.9,0,0.51,0.3,35.381557,140.281611,1,8636,701,0,5219,1030,1051,23562,0,35381557,140281611,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,4.2,4.2,10043,68.1,0,491.1,0,0.52,0.33,35.381547,140.281592,1,10043,681,0,4911,1033,1052,23557,0,35381547,140281592,450,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,4.3,4.3,9942,66.2,0,465.6,0,0.54,0.36,35.381539,140.281574,1,9942,662,0,4656,1036,1054,23630,0,35381539,140281574,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,4.4,4.4,9883,64.5,0,444.6,0,0.44,0.39,35.381529,140.281557,1,9883,645,0,4446,1039,1044,23725,0,35381529,140281557,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,4.5,4.5,9289,62.4,0,425.1,0,0.46,0.45,35.381521,140.281539,1,9289,624,0,4251,1045,1046,23838,0,35381521,140281539,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,4.6,4.6,9249,60.9,0,410.2,0,0.35,0.48,35.381514,140.281522,1,9249,609,0,4102,1048,1035,23994,0,35381514,140281522,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,4.7,4.7,9082,59.6,0,396.5,0,0.49,0.54,35.381507,140.281506,1,9082,596,0,3965,1054,1049,24118,0,35381507,140281506,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,4.8,4.8,8364,58,0,382.1,0,0.56,0.57,35.381501,140.281489,1,8364,580,0,3821,1057,1056,24273,0,35381501,140281489,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,4.9,4.9,8364,56.3,0,371.1,0,0.66,0.55,35.381494,140.281472,1,8364,563,0,3711,1055,1066,24477,0,35381494,140281472,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,5,5,7803,54,0,361.2,0,0.55,0.53,35.381489,140.281456,1,7803,540,0,3612,1053,1055,24688,0,35381489,140281456,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,5.1,5.1,6929,51.5,0,350.8,0,0.56,0.61,35.381486,140.281439,1,6929,515,0,3508,1061,1056,25039,0,35381486,140281439,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,5.2,5.2,6528,49.8,0,342.5,0,0.48,0.58,35.381482,140.281424,1,6528,498,0,3425,1058,1048,25281,0,35381482,140281424,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,5.3,5.3,7120,48,0,334.7,0,0.49,0.63,35.381481,140.281409,1,7120,480,0,3347,1063,1049,25667,0,35381481,140281409,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,5.4,5.4,7119,45.9,0,325.2,0,0.38,0.69,35.381481,140.281394,1,7119,459,0,3252,1069,1038,26064,0,35381481,140281394,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,5.5,5.5,7070,44.6,0,316.5,0,0.23,0.69,35.381479,140.281379,1,7070,446,0,3165,1069,1023,26271,0,35381479,140281379,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,5.6,5.6,7271,43.3,0,310.3,0,0.12,0.64,35.381481,140.281366,1,7271,433,0,3103,1064,1012,26728,0,35381481,140281366,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,5.7,5.7,7532,42.6,0,309.7,0,-0.06,0.72,35.381482,140.281352,1,7532,426,0,3097,1072,994,27436,0,35381482,140281352,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,5.8,5.8,7448,42.7,0,315.6,0,0.05,0.68,35.381486,140.281339,1,7448,427,0,3156,1068,1005,27858,0,35381486,140281339,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,5.9,5.9,7770,43,0,326.9,0,0.19,0.68,35.381491,140.281327,1,7770,430,0,3269,1068,1019,28650,0,35381491,140281327,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,6,6,7312,42.7,0,345.9,0,0.28,0.68,35.381496,140.281316,1,7312,427,0,3459,1068,1028,29189,0,35381496,140281316,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,6.1,6.1,7129,41.4,0,362.6,0,0.13,0.7,35.381502,140.281306,1,7129,414,0,3626,1070,1013,29743,0,35381502,140281306,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,6.2,6.2,7163,40.4,0,375.3,0,-0.01,0.68,35.381509,140.281294,1,7163,404,0,3753,1068,999,30270,0,35381509,140281294,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,6.3,6.3,7399,40.7,0,384.6,0,-0.1,0.67,35.381517,140.281286,1,7399,407,0,3846,1067,990,31106,0,35381517,140281286,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,6.4,6.4,7477,41.4,0,390.5,0,-0.13,0.69,35.381526,140.281279,1,7477,414,0,3905,1069,987,31789,0,35381526,140281279,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,6.5,6.5,7568,41.7,0,394.7,0,-0.14,0.66,35.381534,140.281272,1,7568,417,0,3947,1066,986,32409,0,35381534,140281272,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,6.6,6.6,7502,42.3,0,399,0,-0.22,0.65,35.381544,140.281267,1,7502,423,0,3990,1065,978,32976,0,35381544,140281267,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,6.7,6.7,7443,42.8,0,404,0,-0.19,0.67,35.381554,140.281262,1,7443,428,0,4040,1067,981,33646,0,35381554,140281262,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,6.8,6.8,7482,43.6,0,409.6,0,-0.21,0.7,35.381564,140.281261,1,7482,436,0,4096,1070,979,34392,0,35381564,140281261,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,6.9,6.9,7677,44.5,0,415,0,-0.21,0.69,35.381576,140.281259,1,7677,445,0,4150,1069,979,34967,0,35381576,140281259,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,7,7,7767,45,0,419.2,0,-0.26,0.76,35.381587,140.281259,1,7767,450,0,4192,1076,974,35605,0,35381587,140281259,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,7.1,7.1,7759,45.9,0,423.5,0,-0.21,0.76,35.381597,140.281259,1,7759,459,0,4235,1076,979,35972,0,35381597,140281259,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,7.2,7.2,7791,47,0,428,0,-0.19,0.71,35.381609,140.281262,1,7791,470,0,4280,1071,981,501,0,35381609,140281262,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,7.3,7.3,7850,47.5,0,432.5,0,-0.23,0.66,35.381621,140.281266,1,7850,475,0,4325,1066,977,1224,0,35381621,140281266,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,7.4,7.4,7922,48,0,436.4,0,-0.31,0.65,35.381631,140.281272,1,7922,480,0,4364,1065,969,1821,0,35381631,140281272,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,7.5,7.5,8029,49.2,0,440.4,0,-0.3,0.62,35.381642,140.281279,1,8029,492,0,4404,1062,970,2323,0,35381642,140281279,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,7.6,7.6,8107,50.3,0,444,0,-0.23,0.6,35.381652,140.281286,1,8107,503,0,4440,1060,977,2877,0,35381652,140281286,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,7.7,7.7,8250,51.3,0,447.7,0,-0.25,0.59,35.381661,140.281296,1,8250,513,0,4477,1059,975,3324,0,35381661,140281296,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,7.8,7.8,8378,52,0,452.3,0,-0.23,0.57,35.381671,140.281307,1,8378,520,0,4523,1057,977,3764,0,35381671,140281307,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,7.9,7.9,8639,52.9,0,456.4,0,-0.23,0.57,35.381679,140.281317,1,8639,529,0,4564,1057,977,4114,0,35381679,140281317,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,8,8,8778,53.9,0,460.9,0,-0.22,0.62,35.381687,140.281329,1,8778,539,0,4609,1062,978,4497,0,35381687,140281329,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,8.1,8.1,8877,54.5,0,466.2,0,-0.22,0.63,35.381696,140.281342,1,8877,545,0,4662,1063,978,4867,0,35381696,140281342,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,8.2,8.2,8996,55.3,0,471.7,0,-0.23,0.65,35.381702,140.281356,1,8996,553,0,4717,1065,977,5188,0,35381702,140281356,430,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,8.3,8.3,9126,56.2,0,476.2,0,-0.23,0.68,35.381711,140.281371,1,9126,562,0,4762,1068,977,5513,0,35381711,140281371,430,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,8.4,8.4,9205,56.9,0,481.6,0,-0.27,0.65,35.381717,140.281386,1,9205,569,0,4816,1065,973,5761,0,35381717,140281386,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,8.5,8.5,9380,57.8,0,486.4,0,-0.32,0.52,35.381724,140.281401,1,9380,578,0,4864,1052,968,6100,0,35381724,140281401,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,8.6,8.6,9405,58.9,0,492.2,0,-0.3,0.43,35.381727,140.281417,1,9405,589,0,4922,1043,970,6534,0,35381727,140281417,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,8.7,8.7,9537,60.1,0,497.4,0,-0.25,0.3,35.381732,140.281434,1,9537,601,0,4974,1030,975,6858,0,35381732,140281434,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,8.8,8.8,9661,61.1,0,504.1,0,-0.26,0.19,35.381736,140.281452,1,9661,611,0,5041,1019,974,7186,0,35381736,140281452,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,8.9,8.9,9831,61.8,0,511.4,0,-0.26,0.09,35.381737,140.281471,1,9831,618,0,5114,1009,974,7449,0,35381737,140281471,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,9,9,9990,62.8,0,517.5,0,-0.29,0.01,35.381741,140.281489,1,9990,628,0,5175,1001,971,7673,0,35381741,140281489,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,9.1,9.1,10150,63.9,0,524.8,0,-0.07,-0.11,35.381744,140.281507,1,10150,639,0,5248,989,993,7776,0,35381744,140281507,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,9.2,9.2,10259,64.8,0,532.2,0,0.18,-0.25,35.381746,140.281527,1,10259,648,0,5322,975,1018,7849,0,35381746,140281527,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,9.3,9.3,10289,64.7,0,537.9,0,0.5,-0.37,35.381749,140.281546,1,10289,647,0,5379,963,1050,7872,0,35381749,140281546,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,9.4,9.4,9907,63.1,0,543,0,0.62,-0.51,35.381752,140.281566,1,9907,631,0,5430,949,1062,7875,0,35381752,140281566,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,9.5,9.5,9570,61,0,541.1,0,0.81,-0.6,35.381756,140.281586,1,9570,610,0,5411,940,1081,7872,0,35381756,140281586,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,9.6,9.6,9185,58.6,0,531.5,0,0.8,-0.62,35.381759,140.281604,1,9185,586,0,5315,938,1080,7823,0,35381759,140281604,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,9.7,9.7,8593,55.4,0,514.9,0,0.78,-0.61,35.381764,140.281622,1,8593,554,0,5149,939,1078,7635,0,35381764,140281622,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,9.8,9.8,8165,52.3,0,493.9,0,0.75,-0.6,35.381769,140.281639,1,8165,523,0,4939,940,1075,7354,0,35381769,140281639,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,9.9,9.9,7474,50.1,0,465.7,0,0.8,-0.55,35.381774,140.281656,1,7474,501,0,4657,945,1080,7068,0,35381774,140281656,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,10,10,6665,47.3,0,442.7,0,0.78,-0.55,35.381781,140.281671,1,6665,473,0,4427,945,1078,6653,0,35381781,140281671,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,10.1,10.1,6345,44,0,423.7,0,0.78,-0.63,35.381786,140.281684,1,6345,440,0,4237,937,1078,6317,0,35381786,140281684,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,10.2,10.2,6251,41.6,0,406.7,0,0.82,-0.59,35.381794,140.281696,1,6251,416,0,4067,941,1082,5921,0,35381794,140281696,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,10.3,10.3,6254,41.6,0,394.2,0,0.74,-0.59,35.381801,140.281707,1,6254,416,0,3942,941,1074,5485,0,35381801,140281707,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,10.4,10.4,6160,38.7,0,381.1,0,0.67,-0.57,35.381807,140.281716,1,6160,387,0,3811,943,1067,5009,0,35381807,140281716,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,10.5,10.5,5969,35.7,0,371.2,0,0.39,-0.6,35.381816,140.281724,1,5969,357,0,3712,940,1039,4558,0,35381816,140281724,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,10.6,10.6,6199,34.3,0,362,0,0.2,-0.51,35.381823,140.28173,1,6199,343,0,3620,949,1020,4558,0,35381816,140281724,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,10.7,10.7,6359,34,0,356.7,0,0.07,-0.51,35.381831,140.281737,1,6359,340,0,3567,949,1007,3384,0,35381831,140281737,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,10.8,10.8,6250,34.3,0,357.6,0,-0.05,-0.52,35.381839,140.281741,1,6250,343,0,3576,948,995,2851,0,35381839,140281741,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,10.9,10.9,6220,34.5,0,363.5,0,-0.12,-0.56,35.381847,140.281744,1,6220,345,0,3635,944,988,2095,0,35381847,140281744,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,11,11,6321,34.7,0,373,0,-0.23,-0.56,35.381856,140.281746,1,6321,347,0,3730,944,977,1474,0,35381856,140281746,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,11.1,11.1,6377,35.3,0,387.4,0,-0.23,-0.55,35.381866,140.281746,1,6377,353,0,3874,945,977,631,0,35381866,140281746,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,11.2,11.2,6399,36.4,0,399.1,0,-0.23,-0.56,35.381874,140.281744,1,6399,364,0,3991,944,977,35931,0,35381874,140281744,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,11.3,11.3,6408,37.2,0,408,0,-0.16,-0.57,35.381882,140.281742,1,6408,372,0,4080,943,984,35383,0,35381882,140281742,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,11.4,11.4,6263,37.8,0,415.2,0,-0.18,-0.51,35.381891,140.281739,1,6263,378,0,4152,949,982,34692,0,35381891,140281739,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,11.5,11.5,6453,38.5,0,419.9,0,-0.2,-0.5,35.381901,140.281734,1,6453,385,0,4199,950,980,33927,0,35381901,140281734,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,11.6,11.6,6483,39.1,0,423.8,0,-0.19,-0.53,35.381909,140.281727,1,6483,391,0,4238,947,981,33208,0,35381909,140281727,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,11.7,11.7,6703,39.9,0,427.4,0,-0.26,-0.53,35.381916,140.281721,1,6703,399,0,4274,947,974,32679,0,35381916,140281721,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,11.8,11.8,6812,40.6,0,430.4,0,-0.25,-0.51,35.381924,140.281712,1,6812,406,0,4304,949,975,32172,0,35381924,140281712,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,11.9,11.9,7026,41.5,0,434.2,0,-0.3,-0.57,35.381931,140.281704,1,7026,415,0,4342,943,970,31580,0,35381931,140281704,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,12,12,7089,42.6,0,437.4,0,-0.26,-0.55,35.381936,140.281694,1,7089,426,0,4374,945,974,31199,0,35381936,140281694,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,12.1,12.1,7228,43.5,0,441.3,0,-0.3,-0.54,35.381942,140.281684,1,7228,435,0,4413,946,970,30677,0,35381942,140281684,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,12.2,12.2,7468,44.5,0,444.3,0,-0.29,-0.55,35.381947,140.281672,1,7468,445,0,4443,945,971,30073,0,35381947,140281672,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,12.3,12.3,7496,45.6,0,447.4,0,-0.32,-0.56,35.381951,140.281659,1,7496,456,0,4474,944,968,29666,0,35381951,140281659,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,12.4,12.4,7642,46.7,0,449.9,0,-0.3,-0.54,35.381954,140.281646,1,7642,467,0,4499,946,970,29267,0,35381954,140281646,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,12.5,12.5,7815,47.7,0,452.1,0,-0.27,-0.53,35.381957,140.281632,1,7815,477,0,4521,947,973,28746,0,35381957,140281632,440,11,86,254,280
SN13239_120425_13H49,1,1,35.97,1,35.97,12.6,12.6,8053,48.9,0,454.8,0,-0.28,-0.49,35.381959,140.281619,1,8053,489,0,4548,951,972,28414,0,35381959,140281619,440,11,86,254,280
