Session,Lap,Lap [Unnamed: 0_level_1],Time Lap [1/100 s],Strip [Unnamed: 2_level_1],Time Strip [1/100 s],Absolute Time [1/10 s],Time [1/10 s],RPM [Unnamed: 6_level_1],Speed #2 [Km/h],Speed #3 [Km/h],K2 [°C],Ntc1 [°C],A. Long. [G],A. Lat. [G],GPS Lat. [Unnamed: 13_level_1],GPS Long. [Unnamed: 14_level_1],Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude,F_Gear_Ratio,R_Gear_Ratio,F_Tire_Diameter [mm],R_Tire_Diameter [mm]
SN13239_120425_13H49,6,6,34.06,1,34.06,197.3,25.9,10950,62.4,0,638.7,0,0,1.08,35.381486,140.280481,1,10950,624,0,6387,1108,1000,31478,0,35381486,140280481,300,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,197.4,26,10760,62.4,0,640.2,0,-0.08,1.08,35.381499,140.280469,1,10760,624,0,6402,1108,992,32029,0,35381499,140280469,300,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,197.5,26.1,10611,62.5,0,642.2,0,-0.16,1.12,35.381512,140.280459,1,10611,625,0,6422,1112,984,32418,0,35381512,140280459,300,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,197.6,26.2,10770,62.9,0,644,0,-0.23,1.09,35.381527,140.280449,1,10770,629,0,6440,1109,977,32864,0,35381527,140280449,300,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,197.7,26.3,10718,63.7,0,645.4,0,-0.25,1.12,35.381541,140.280442,1,10718,637,0,6454,1112,975,33376,0,35381541,140280442,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,197.8,26.4,10795,64.6,0,646.8,0,-0.13,1.03,35.381556,140.280436,1,10795,646,0,6468,1103,987,33750,0,35381556,140280436,300,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,197.9,26.5,10619,65.5,0,647.7,0,-0.18,1.07,35.381572,140.280431,1,10619,655,0,6477,1107,982,34266,0,35381572,140280431,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,198,26.6,10638,65.7,0,648.6,0,-0.18,1.01,35.381587,140.280427,1,10638,657,0,6486,1101,982,34649,0,35381587,140280427,300,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,198.1,26.7,10708,66.3,0,649.9,0,-0.2,1,35.381604,140.280424,1,10708,663,0,6499,1100,980,35129,0,35381604,140280424,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,198.2,26.8,10907,67.4,0,651.4,0,-0.16,1.04,35.381621,140.280424,1,10907,674,0,6514,1104,984,35539,0,35381621,140280424,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,198.3,26.9,11047,67.7,0,652.7,0,-0.21,1.11,35.381637,140.280424,1,11047,677,0,6527,1111,979,35937,0,35381637,140280424,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,198.4,27,11092,68.2,0,654.1,0,-0.24,1.06,35.381656,140.280426,1,11092,682,0,6541,1106,976,226,0,35381656,140280426,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,198.5,27.1,11202,69.3,0,654.9,0,-0.16,1.16,35.381672,140.280429,1,11202,693,0,6549,1116,984,647,0,35381672,140280429,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,198.6,27.2,11320,70.1,0,655.3,0,-0.12,1.15,35.381689,140.280434,1,11320,701,0,6553,1115,988,981,0,35381689,140280434,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,198.7,27.3,11367,70.3,0,655.6,0,-0.14,1.11,35.381706,140.280439,1,11367,703,0,6556,1111,986,1339,0,35381706,140280439,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,198.8,27.4,11365,70.8,0,655.9,0,-0.21,1.07,35.381724,140.280447,1,11365,708,0,6559,1107,979,1754,0,35381724,140280447,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,198.9,27.5,11446,71.5,0,656.3,0,-0.21,1.12,35.381739,140.280456,1,11446,715,0,6563,1112,979,2127,0,35381739,140280456,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,199,27.6,11661,72.2,0,656.8,0,-0.26,1.07,35.381756,140.280466,1,11661,722,0,6568,1107,974,2445,0,35381756,140280466,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,199.1,27.7,11707,73,0,657.4,0,-0.21,1.06,35.381771,140.280477,1,11707,730,0,6574,1106,979,2899,0,35381771,140280477,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,199.2,27.8,11686,74,0,657.8,0,-0.21,0.99,35.381786,140.280489,1,11686,740,0,6578,1099,979,3217,0,35381786,140280489,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,199.3,27.9,11806,74.7,0,658.6,0,-0.1,0.97,35.381799,140.280504,1,11806,747,0,6586,1097,990,3541,0,35381799,140280504,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,199.4,28,11895,75.2,0,659.6,0,-0.14,0.85,35.381814,140.280517,1,11895,752,0,6596,1085,986,3820,0,35381814,140280517,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,199.5,28.1,11874,75.7,0,660.5,0,-0.11,0.76,35.381826,140.280536,1,11874,757,0,6605,1076,989,4177,0,35381826,140280536,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,199.6,28.2,11968,76,0,661.4,0,-0.15,0.75,35.381837,140.280552,1,11968,760,0,6614,1075,985,4509,0,35381837,140280552,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,199.7,28.3,11976,76.6,0,662.4,0,-0.12,0.84,35.381851,140.280569,1,11976,766,0,6624,1084,988,4790,0,35381851,140280569,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,199.8,28.4,12091,77.1,0,662.8,0,-0.1,0.89,35.381861,140.280587,1,12091,771,0,6628,1089,990,4989,0,35381861,140280587,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,199.9,28.5,12192,77.4,0,662.9,0,-0.03,0.96,35.381872,140.280607,1,12192,774,0,6629,1096,997,5215,0,35381872,140280607,310,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,200,28.6,12279,77.8,0,662.6,0,-0.08,1.02,35.381884,140.280626,1,12279,778,0,6626,1102,992,5393,0,35381884,140280626,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,200.1,28.7,12302,77.8,0,662,0,-0.03,0.97,35.381894,140.280646,1,12302,778,0,6620,1097,997,5578,0,35381894,140280646,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,200.2,28.8,12358,78,0,660.8,0,-0.12,0.93,35.381902,140.280667,1,12358,780,0,6608,1093,988,5838,0,35381902,140280667,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,200.3,28.9,12417,78.3,0,659.6,0,-0.12,0.82,35.381911,140.280689,1,12417,783,0,6596,1082,988,6145,0,35381911,140280689,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,200.4,29,12466,78.6,0,658.6,0,-0.13,0.74,35.381917,140.280711,1,12466,786,0,6586,1074,987,6422,0,35381917,140280711,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,200.5,29.1,12573,79.3,0,658,0,-0.13,0.63,35.381922,140.280734,1,12573,793,0,6580,1063,987,6689,0,35381922,140280734,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,200.6,29.2,12594,79.7,0,658,0,-0.09,0.58,35.381929,140.280756,1,12594,797,0,6580,1058,991,6951,0,35381929,140280756,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,200.7,29.3,12668,80,0,658.2,0,-0.08,0.47,35.381934,140.280779,1,12668,800,0,6582,1047,992,7135,0,35381934,140280779,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,200.8,29.4,12709,80.5,0,658.3,0,-0.13,0.41,35.381939,140.280804,1,12709,805,0,6583,1041,987,7379,0,35381939,140280804,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,200.9,29.5,12749,80.6,0,658.4,0,-0.08,0.34,35.381942,140.280827,1,12749,806,0,6584,1034,992,7506,0,35381942,140280827,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,201,29.6,12812,81,0,658.4,0,-0.16,0.26,35.381947,140.280852,1,12812,810,0,6584,1026,984,7653,0,35381947,140280852,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,201.1,29.7,12886,81.5,0,658.1,0,-0.07,0.18,35.381951,140.280876,1,12886,815,0,6581,1018,993,7766,0,35381951,140280876,320,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,201.2,29.8,12956,81.8,0,658,0,-0.11,0.07,35.381954,140.280901,1,12956,818,0,6580,1007,989,7876,0,35381954,140280901,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,201.3,29.9,13060,82.2,0,657.9,0,-0.09,0.04,35.381957,140.280926,1,13060,822,0,6579,1004,991,7983,0,35381957,140280926,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,201.4,30,13012,82.5,0,657.8,0,-0.1,-0.01,35.381961,140.280951,1,13012,825,0,6578,999,990,8029,0,35381961,140280951,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,201.5,30.1,13111,82.9,0,657.7,0,-0.07,-0.08,35.381964,140.280976,1,13111,829,0,6577,992,993,8081,0,35381964,140280976,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,201.6,30.2,13077,83.3,0,657.6,0,-0.07,-0.1,35.381967,140.281001,1,13077,833,0,6576,990,993,8094,0,35381967,140281001,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,201.7,30.3,13123,83.4,0,657.5,0,-0.08,-0.11,35.381971,140.281026,1,13123,834,0,6575,989,992,8110,0,35381971,140281026,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,201.8,30.4,13163,83.7,0,657.4,0,-0.1,-0.05,35.381974,140.281051,1,13163,837,0,6574,995,990,8078,0,35381974,140281051,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,201.9,30.5,13303,84.1,0,657.4,0,-0.05,-0.05,35.381977,140.281076,1,13303,841,0,6574,995,995,8092,0,35381977,140281076,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,202,30.6,13377,84.4,0,657.6,0,-0.13,-0.08,35.381981,140.281101,1,13377,844,0,6576,992,987,8077,0,35381981,140281101,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,202.1,30.7,13477,84.5,0,658.5,0,-0.22,-0.13,35.381984,140.281126,1,13477,845,0,6585,987,978,8011,0,35381984,140281126,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,202.2,30.8,13324,85.1,0,659.9,0,-0.11,-0.16,35.381987,140.281152,1,13324,851,0,6599,984,989,8006,0,35381987,140281152,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,202.3,30.9,13360,86.2,0,661.9,0,0.01,-0.25,35.381992,140.281177,1,13360,862,0,6619,975,1001,7960,0,35381992,140281177,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,202.4,31,13392,86.2,0,664.4,0,0.08,-0.25,35.381996,140.281202,1,13392,862,0,6644,975,1008,8048,0,35381996,140281202,330,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,202.5,31.1,13461,85.5,0,666.4,0,-0.04,-0.19,35.381999,140.281229,1,13461,855,0,6664,981,996,8031,0,35381999,140281229,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,202.6,31.2,13486,85.7,0,668.7,0,-0.05,-0.15,35.382004,140.281256,1,13486,857,0,6687,985,995,7937,0,35382004,140281256,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,202.7,31.3,13510,85.9,0,671.2,0,-0.06,-0.05,35.382009,140.281281,1,13510,859,0,6712,995,994,7873,0,35382009,140281281,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,202.8,31.4,13565,86,0,673.5,0,-0.06,-0.06,35.382014,140.281306,1,13565,860,0,6735,994,994,7797,0,35382014,140281306,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,202.9,31.5,13670,86.3,0,676.5,0,-0.06,-0.03,35.382019,140.281332,1,13670,863,0,6765,997,994,7783,0,35382019,140281332,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,203,31.6,13658,86.6,0,679.5,0,-0.05,0.05,35.382022,140.281357,1,13658,866,0,6795,1005,995,7763,0,35382022,140281357,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,203.1,31.7,13658,86.7,0,681.5,0,-0.07,0.08,35.382027,140.281382,1,13658,867,0,6815,1008,993,7734,0,35382027,140281382,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,203.2,31.8,13692,87,0,683.5,0,-0.08,0.06,35.382032,140.281409,1,13692,870,0,6835,1006,992,7716,0,35382032,140281409,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,203.3,31.9,13755,87.3,0,684.6,0,0.09,0.12,35.382037,140.281436,1,13755,873,0,6846,1012,1009,7749,0,35382037,140281436,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,203.4,32,13726,87.6,0,684.7,0,0.28,0.13,35.382042,140.281461,1,13726,876,0,6847,1013,1028,7733,0,35382042,140281461,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,203.5,32.1,13492,86.9,0,684.2,0,0.46,0.19,35.382047,140.281487,1,13492,869,0,6842,1019,1046,7741,0,35382047,140281487,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,203.6,32.2,12981,85.3,0,682.1,0,0.61,0.26,35.382052,140.281514,1,12981,853,0,6821,1026,1061,7793,0,35382052,140281514,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,203.7,32.3,12287,83.6,0,674.4,0,0.68,0.42,35.382056,140.281539,1,12287,836,0,6744,1042,1068,7806,0,35382056,140281539,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,203.8,32.4,9792,81.2,0,657.5,0,0.69,0.61,35.382061,140.281566,1,9792,812,0,6575,1061,1069,7825,0,35382061,140281566,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,203.9,32.5,7694,78.4,0,635.1,0,0.54,0.86,35.382064,140.281591,1,7694,784,0,6351,1086,1054,7879,0,35382064,140281591,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,204,32.6,9680,76.3,0,612.1,0,0.4,1.05,35.382067,140.281614,1,9680,763,0,6121,1105,1040,7897,0,35382067,140281614,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,204.1,32.7,11027,74.6,0,582.3,0,0.43,1.17,35.382071,140.281637,1,11027,746,0,5823,1117,1043,8037,0,35382071,140281637,350,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,204.2,32.8,10853,73.4,0,556.2,0,0.51,1.18,35.382072,140.281661,1,10853,734,0,5562,1118,1051,8144,0,35382072,140281661,350,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,204.3,32.9,10467,71.8,0,537.5,0,0.66,1.2,35.382072,140.281682,1,10467,718,0,5375,1120,1066,8397,0,35382072,140281682,350,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,204.4,33,10003,69.6,0,518.2,0,0.55,1.26,35.382071,140.281704,1,10003,696,0,5182,1126,1055,8756,0,35382071,140281704,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,204.5,33.1,9572,67.1,0,504,0,0.57,1.13,35.382069,140.281726,1,9572,671,0,5040,1113,1057,9160,0,35382069,140281726,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,204.6,33.2,9450,65.9,0,490.2,0,0.38,1.14,35.382066,140.281746,1,9450,659,0,4902,1114,1038,9641,0,35382066,140281746,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,204.7,33.3,10288,64.8,0,479.5,0,0.29,1.21,35.382061,140.281766,1,10288,648,0,4795,1121,1029,9980,0,35382061,140281766,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,204.8,33.4,10411,63.5,0,477.9,0,0.09,1.18,35.382057,140.281784,1,10411,635,0,4779,1118,1009,10334,0,35382057,140281784,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,204.9,33.5,10524,64.3,0,486.6,0,0,1.13,35.382051,140.281802,1,10524,643,0,4866,1113,1000,10823,0,35382051,140281802,340,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,205,33.6,10613,64.9,0,500.5,0,0.01,1.14,35.382044,140.281819,1,10613,649,0,5005,1114,1001,11481,0,35382044,140281819,350,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,205.1,33.7,10783,64.9,0,522.2,0,-0.04,1.21,35.382036,140.281834,1,10783,649,0,5222,1121,996,11815,0,35382036,140281834,350,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,205.2,33.8,10818,65.1,0,542.5,0,0,1.17,35.382027,140.281851,1,10818,651,0,5425,1117,1000,12196,0,35382027,140281851,350,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,205.3,33.9,10604,65.1,0,561.3,0,0,1.13,35.382016,140.281866,1,10604,651,0,5613,1113,1000,12698,0,35382016,140281866,350,11,86,254,280
SN13239_120425_13H49,6,6,34.06,1,34.06,205.4,34,10754,65.1,0,573.8,0,0.04,1.07,35.382004,140.281879,1,10754,651,0,5738,1107,1004,13147,0,35382004,140281879,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,205.5,0,10583,64.8,0,587.3,0,-0.02,1.15,35.38196345,140.2819131,1,10583,648,0,5873,1115,998,14015,0,35381963.45,140281913.1,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,205.6,0.1,10546,64.5,0,590.4,0,-0.11,1.18,35.381966,140.281911,1,10546,645,0,5904,1118,989,14527,0,35381966,140281911,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,205.7,0.2,11047,64.8,0,595,0,-0.17,1.22,35.381951,140.281921,1,11047,648,0,5950,1122,983,14957,0,35381951,140281921,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,205.8,0.3,10946,65.5,0,598.5,0,-0.15,1.25,35.381936,140.281927,1,10946,655,0,5985,1125,985,15335,0,35381936,140281927,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,205.9,0.4,11121,66.1,0,602.2,0,-0.17,1.23,35.381921,140.281934,1,11121,661,0,6022,1123,983,15748,0,35381921,140281934,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,206,0.5,11156,66.6,0,605.2,0,-0.2,1.25,35.381904,140.281937,1,11156,666,0,6052,1125,980,16277,0,35381904,140281937,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,206.1,0.6,11094,67.2,0,607.3,0,-0.2,1.08,35.381887,140.281941,1,11094,672,0,6073,1108,980,16746,0,35381887,140281941,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,206.2,0.7,11121,68,0,609.3,0,-0.15,1.14,35.381871,140.281942,1,11121,680,0,6093,1114,985,17219,0,35381871,140281942,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,206.3,0.8,11269,68.7,0,611.2,0,-0.11,1.15,35.381854,140.281942,1,11269,687,0,6112,1115,989,17637,0,35381854,140281942,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,206.4,0.9,11238,69,0,612.7,0,-0.14,1.03,35.381837,140.281941,1,11238,690,0,6127,1103,986,18065,0,35381837,140281941,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,206.5,1,11363,69.4,0,614.5,0,-0.15,1,35.381819,140.281937,1,11363,694,0,6145,1100,985,18514,0,35381819,140281937,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,206.6,1.1,11409,70,0,616.2,0,-0.22,1.21,35.381802,140.281934,1,11409,700,0,6162,1121,978,18971,0,35381802,140281934,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,206.7,1.2,11385,70.6,0,617.9,0,-0.11,1.13,35.381786,140.281929,1,11385,706,0,6179,1113,989,19125,0,35381786,140281929,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,206.8,1.3,11514,71.4,0,619.8,0,-0.22,1.14,35.381769,140.281921,1,11514,714,0,6198,1114,978,19605,0,35381769,140281921,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,206.9,1.4,11666,71.8,0,621.5,0,-0.07,1.22,35.381752,140.281912,1,11666,718,0,6215,1122,993,20013,0,35381752,140281912,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,207,1.5,12016,72.3,0,622.6,0,-0.24,1.18,35.381736,140.281904,1,12016,723,0,6226,1118,976,20241,0,35381736,140281904,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,207.1,1.6,11718,72.9,0,624.5,0,-0.16,1.08,35.381721,140.281892,1,11718,729,0,6245,1108,984,20623,0,35381721,140281892,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,207.2,1.7,12254,73.4,0,625.9,0,-0.25,0.97,35.381706,140.281879,1,12254,734,0,6259,1097,975,21090,0,35381706,140281879,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,207.3,1.8,11857,74.4,0,627.1,0,-0.14,0.83,35.381691,140.281866,1,11857,744,0,6271,1083,986,21407,0,35381691,140281866,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,207.4,1.9,12116,75.1,0,628.1,0,-0.18,0.7,35.381677,140.281851,1,12116,751,0,6281,1070,982,21805,0,35381677,140281851,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,207.5,2,11985,75.5,0,628.9,0,-0.18,0.57,35.381664,140.281834,1,11985,755,0,6289,1057,982,22131,0,35381664,140281834,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,207.6,2.1,12182,76.1,0,629.5,0,-0.29,0.42,35.381651,140.281817,1,12182,761,0,6295,1042,971,22431,0,35381651,140281817,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,207.7,2.2,12214,77,0,630.2,0,-0.22,0.4,35.381637,140.281799,1,12214,770,0,6302,1040,978,22709,0,35381637,140281799,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,207.8,2.3,12257,78,0,630.9,0,-0.23,0.33,35.381626,140.281782,1,12257,780,0,6309,1033,977,22843,0,35381626,140281782,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,207.9,2.4,12355,78.9,0,631.5,0,-0.18,0.32,35.381614,140.281764,1,12355,789,0,6315,1032,982,23011,0,35381614,140281764,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,208,2.5,12461,79.5,0,632.1,0,-0.18,0.29,35.381602,140.281744,1,12461,795,0,6321,1029,982,23130,0,35381602,140281744,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,208.1,2.6,12544,80.2,0,632.6,0,-0.14,0.25,35.381589,140.281726,1,12544,802,0,6326,1025,986,23234,0,35381589,140281726,350,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,208.2,2.7,12660,80.8,0,633.1,0,-0.04,0.24,35.381577,140.281706,1,12660,808,0,6331,1024,996,23293,0,35381577,140281706,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,208.3,2.8,12749,81.2,0,634,0,0.15,0.26,35.381566,140.281686,1,12749,812,0,6340,1026,1015,23381,0,35381566,140281686,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,208.4,2.9,12845,81.2,0,635.4,0,0.43,0.24,35.381554,140.281664,1,12845,812,0,6354,1024,1043,23446,0,35381554,140281664,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,208.5,3,12528,80.2,0,636.8,0,0.64,0.3,35.381544,140.281644,1,12528,802,0,6368,1030,1064,23553,0,35381544,140281644,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,208.6,3.1,11534,78,0,635.2,0,0.7,0.46,35.381532,140.281624,1,11534,780,0,6352,1046,1070,23605,0,35381532,140281624,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,208.7,3.2,9672,75.3,0,625.1,0,0.61,0.56,35.381521,140.281602,1,9672,753,0,6251,1056,1061,23619,0,35381521,140281602,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,208.8,3.3,7725,72.9,0,610.5,0,0.47,0.61,35.381511,140.281582,1,7725,729,0,6105,1061,1047,23684,0,35381511,140281582,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,208.9,3.4,9584,70.9,0,587.5,0,0.45,0.72,35.381501,140.281562,1,9584,709,0,5875,1072,1045,23793,0,35381501,140281562,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,209,3.5,10237,69.4,0,559.4,0,0.44,0.77,35.381492,140.281544,1,10237,694,0,5594,1077,1044,23882,0,35381492,140281544,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,209.1,3.6,10382,67.9,0,536,0,0.52,0.77,35.381484,140.281524,1,10382,679,0,5360,1077,1052,24052,0,35381484,140281524,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,209.2,3.7,9450,66.1,0,513.4,0,0.59,0.79,35.381477,140.281506,1,9450,661,0,5134,1079,1059,24338,0,35381477,140281506,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,209.3,3.8,9635,64.3,0,497.3,0,0.73,0.85,35.381471,140.281486,1,9635,643,0,4973,1085,1073,24586,0,35381471,140281486,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,209.4,3.9,9318,61.9,0,481.4,0,0.86,0.85,35.381466,140.281467,1,9318,619,0,4814,1085,1086,24825,0,35381466,140281467,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,209.5,4,8486,59,0,468.4,0,0.87,0.82,35.381462,140.281449,1,8486,590,0,4684,1082,1087,25141,0,35381462,140281449,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,209.6,4.1,8066,55.8,0,458.8,0,0.76,0.88,35.381459,140.281431,1,8066,558,0,4588,1088,1076,25463,0,35381459,140281431,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,209.7,4.2,7638,52.7,0,448.7,0,0.66,0.87,35.381457,140.281412,1,7638,527,0,4487,1087,1066,25841,0,35381457,140281412,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,209.8,4.3,7788,50.3,0,439.4,0,0.54,0.8,35.381457,140.281396,1,7788,503,0,4394,1080,1054,26250,0,35381457,140281396,340,11,86,254,280
SN13239_120425_13H49,7,7,34.07,1,34.07,209.9,4.4,7880,48.2,0,431.8,0,0.48,0.81,35.381459,140.281381,1,7880,482,0,4318,1081,1048,26799,0,35381459,140281381,340,11,86,254,280
